road_id,name,geojson_id,highway_ref,segment_number,segment_start_km,segment_end_km,length_km,district,taluka,PDI,Pseudo_CIBIL,ML_Predicted_CIBIL,Final_CIBIL,Condition_Category
MA-NH752H-SEG-0090,NH752H Segment 90,way/1291994312,NH752H,90,95.1,106.0,10.9,Nashik,Baglan,9.83,90.17,89.76,90.05,Good
MA-NH848-SEG-0048,NH848 Segment 48,way/309707577,NH848,48,66.6,86.1,19.5,Nagpur,Hingna,9.99,90.01,90.12,90.04,Good
MA-NH48-SEG-1204,NH48 Segment 1204,way/1313214710,NH48,1204,49.8,56.3,6.5,Solapur,Malshiras,10.01,89.99,90.13,90.03,Good
MA-NH548A-SEG-0008,NH548A Segment 8,way/178292576,NH548A,8,132.5,149.6,17.1,Nashik,Trimbak,10.09,89.91,90.32,90.03,Good
MA-NH548C-SEG-0049,NH548C Segment 49,way/296224053,NH548C,49,155.1,165.4,10.3,Solapur,Barshi,9.9,90.1,89.88,90.03,Good
MA-NH161G-SEG-0044,NH161G Segment 44,way/876507169,NH161G,44,91.0,101.8,10.8,Solapur,Barshi,10.0,90.0,90.06,90.02,Good
MA-NH752I-SEG-0021,NH752I Segment 21,way/240605300,NH752I,21,45.2,59.9,14.7,Satara,Mahabaleshwar,9.97,90.03,89.94,90.0,Good
MA-NH65-SEG-0241,NH65 Segment 241,way/574584607,NH65,241,166.1,182.0,15.9,Nagpur,Nagpur,10.08,89.92,90.17,89.99,Good
MA-NH361-SEG-0020,NH361 Segment 20,way/239711299,NH361,20,47.2,65.8,18.6,Dhule,Sindkhede,10.2,89.8,90.44,89.99,Good
MA-NH548D-SEG-0067,NH548D Segment 67,way/253455822,NH548D,67,96.2,118.6,22.4,Dhule,Sindkhede,10.01,89.99,89.97,89.98,Good
MA-NH361-SEG-0290,NH361 Segment 290,way/865341049,NH361,290,69.2,83.5,14.3,Solapur,Malshiras,9.97,90.03,89.83,89.97,Good
MA-NH348-SEG-0046,NH348 Segment 46,way/810823505,NH348,46,142.5,155.4,12.9,Solapur,Akkalkot,10.09,89.91,90.08,89.96,Good
MA-NH753F-SEG-0244,NH753F Segment 244,way/298822495,NH753F,244,4.7,28.6,23.9,Dhule,Dhule,10.08,89.92,90.01,89.95,Good
MA-NH60-SEG-0373,NH60 Segment 373,way/210788767,NH60,73,198.0,210.2,12.2,Solapur,Karmala,10.09,89.91,90.03,89.95,Good
MA-NH53-SEG-0316,NH53 Segment 316,way/568186487,NH53,316,149.6,170.8,21.2,Solapur,Sangola,10.12,89.88,90.03,89.92,Good
MA-NH48-SEG-0769,NH48 Segment 769,way/808443180,NH48,769,98.6,114.2,15.6,Dhule,Sakri,10.08,89.92,89.92,89.92,Good
MA-NH52-SEG-0298,NH52 Segment 298,way/978826711,NH52,298,98.4,108.7,10.3,Solapur,Pandharpur,10.16,89.84,90.04,89.9,Good
MA-NH61-SEG-0132,NH61 Segment 132,way/577868173,NH61,132,41.8,49.3,7.5,Pune,Daund,10.1,89.9,89.89,89.9,Good
MA-NH753C-SEG-0054,NH753C Segment 54,way/311315494,NH753C,54,159.0,181.5,22.5,Dhule,Dhule,10.14,89.86,89.98,89.9,Good
MA-NH548DD-SEG-0005,NH548DD Segment 5,way/123607565,NH548DD,5,115.8,140.2,24.4,Solapur,Madha,10.17,89.83,90.07,89.9,Good
MA-NH160-SEG-0145,NH160 Segment 145,way/310424752,NH160,145,122.1,129.7,7.6,Nashik,Trimbak,10.15,89.85,89.96,89.88,Good
MA-NH48-SEG-1130,NH48 Segment 1130,way/1286214326,NH48,1130,4.6,29.5,24.9,Solapur,Pandharpur,10.11,89.89,89.84,89.88,Good
MA-NH48-SEG-0644,NH48 Segment 644,way/618748767,NH48,644,197.3,217.8,20.5,Dhule,Dhule,10.19,89.81,89.87,89.83,Good
MA-NH353D-SEG-0028,NH353D Segment 28,way/672719559,NH353D,28,87.1,112.1,25.0,Satara,Jaoli,10.22,89.78,89.95,89.83,Good
MA-NH753C-SEG-0003,NH753C Segment 3,way/169844870,NH753C,3,61.5,83.5,22.0,Pune,Bhor,10.1,89.9,89.68,89.83,Good
MA-NH60-SEG-0415,NH60 Segment 415,way/812911324,NH60,415,26.9,32.2,5.3,Solapur,Solapur South,10.15,89.85,89.74,89.82,Good
MA-NH543-SEG-0002,NH543 Segment 2,way/77355821,NH543,2,169.9,184.5,14.6,Nashik,Peth,10.18,89.82,89.78,89.81,Good
MA-NH752I-SEG-0052,NH752I Segment 52,way/305384037,NH752I,52,21.8,30.1,8.3,Dhule,Dhule,10.01,89.99,89.39,89.81,Good
MA-NH361-SEG-0064,NH361 Segment 64,way/453074840,NH361,64,83.2,96.3,13.1,Dhule,Sakri,10.26,89.74,89.94,89.8,Good
MA-NH166-SEG-0177,NH166 Segment 177,way/1203504619,NH166,177,91.5,101.4,9.9,Solapur,Akkalkot,10.17,89.83,89.72,89.8,Good
MA-NH160H-SEG-0001,NH160H Segment 1,way/102540930,NH160H,1,30.9,43.2,12.3,Kolhapur,Gadhinglaj,10.23,89.77,89.88,89.8,Good
MA-NH53-SEG-0283,NH53 Segment 283,way/320444552,NH53,283,163.9,179.8,15.9,Solapur,Solapur North,10.21,89.79,89.79,89.79,Good
MA-NH353I-SEG-0039,NH353I Segment 39,way/859834923,NH353I,39,178.4,196.1,17.7,Nashik,Igatpuri,10.31,89.69,89.98,89.78,Good
MA-NH53-SEG-0990,NH53 Segment 990,way/1353145230,NH53,990,24.3,41.5,17.2,Nagpur,Ramtek,10.28,89.72,89.81,89.75,Good
MA-NH160-SEG-0004,NH160 Segment 4,way/8461867,NH160,1,108.5,119.8,11.3,Solapur,Solapur North,10.29,89.71,89.76,89.72,Good
MA-NH561A-SEG-0197,NH561A Segment 197,way/1353305717,NH561A,197,192.9,209.6,16.7,Dhule,Dhule,10.24,89.76,89.62,89.72,Good
MA-NH361C-SEG-0013,NH361C Segment 13,way/307142939,NH361C,13,72.5,91.4,18.9,Pune,Shirur,10.3,89.7,89.75,89.72,Good
MA-NH166-SEG-0202,NH166 Segment 202,way/1203504650,NH166,202,152.7,161.2,8.5,Dhule,Dhule,10.36,89.64,89.9,89.72,Good
MA-NH65-SEG-0548,NH65 Segment 548,way/1359317289,NH65,548,187.3,210.9,23.6,Nagpur,Kamptee,10.26,89.74,89.64,89.71,Good
MA-NH48-SEG-0305,NH48 Segment 305,way/212383955,NH48,305,183.5,196.0,12.5,Dhule,Dhule,10.23,89.77,89.56,89.71,Good
MA-NH60-SEG-0443,NH60 Segment 443,way/838145987,NH60,443,129.0,140.4,11.4,Dhule,Shirpur,10.29,89.71,89.66,89.7,Good
MA-NH361-SEG-0679,NH361 Segment 679,way/1353374880,NH361,679,65.7,86.1,20.4,Solapur,Akkalkot,10.23,89.77,89.5,89.69,Good
MA-NH48-SEG-0719,NH48 Segment 719,way/785004350,NH48,719,137.1,153.5,16.4,Dhule,Sindkhede,10.36,89.64,89.76,89.68,Good
MA-NH52-SEG-0009,NH52 Segment 9,way/140592653,NH52,9,7.0,12.9,5.9,Dhule,Shirpur,10.42,89.58,89.86,89.66,Good
MA-NH61-SEG-0072,NH61 Segment 72,way/242823546,NH61,72,166.0,185.9,19.9,Nashik,Yeola,10.38,89.62,89.77,89.66,Good
MA-NH53-SEG-1328,NH53 Segment 1328,way/1388131777,NH53,1328,87.3,95.7,8.4,Nagpur,Parseoni,10.39,89.61,89.76,89.66,Good
MA-NH63-SEG-0129,NH63 Segment 129,way/866895930,NH63,129,22.4,37.5,15.1,Nagpur,Savner,10.42,89.58,89.81,89.65,Good
MA-NH965-SEG-0165,NH965 Segment 165,way/1221496394,NH965,165,111.7,124.9,13.2,Solapur,Solapur North,10.33,89.67,89.59,89.65,Good
MA-NH47-SEG-0003,NH47 Segment 3,way/27239044,NH47,3,166.0,189.8,23.8,Solapur,Mohol,10.16,89.84,89.2,89.65,Good
MA-NH66-SEG-0560,NH66 Segment 560,way/1359551822,NH66,560,3.4,18.1,14.7,Nashik,Trimbak,10.36,89.64,89.65,89.64,Good
MA-NH753A-SEG-0143,NH753A Segment 143,way/1298712332,NH753A,143,98.7,123.2,24.5,Solapur,Akkalkot,10.34,89.66,89.53,89.62,Good
MA-NH44-SEG-0110,NH44 Segment 110,way/214459054,NH44,110,187.2,195.5,8.3,Solapur,Sangola,10.39,89.61,89.62,89.61,Good
MA-NH161A-SEG-0067,NH161A Segment 67,way/305372713,NH161A,67,133.2,150.8,17.6,Nashik,Trimbak,10.29,89.71,89.39,89.61,Good
MA-NH60-SEG-0364,NH60 Segment 364,way/631504721,NH60,364,135.4,157.1,21.7,Pune,Khed,10.39,89.61,89.53,89.59,Good
MA-NH353J-SEG-0087,NH353J Segment 87,way/878471967,NH353J,87,0.9,24.6,23.7,Kolhapur,Hatkanangle,10.51,89.49,89.78,89.58,Good
MA-NH361-SEG-0428,NH361 Segment 428,way/1033404154,NH361,428,71.5,85.9,14.4,Pune,Indapur,10.41,89.59,89.51,89.57,Good
MA-NH361-SEG-0456,NH361 Segment 456,way/1046305101,NH361,456,144.2,159.6,15.4,Solapur,Mangalwedha,10.33,89.67,89.35,89.57,Good
MA-NH53-SEG-0377,NH53 Segment 377,way/840330135,NH53,377,16.8,35.4,18.6,Solapur,Sangola,10.45,89.55,89.59,89.56,Good
MA-NH166E-SEG-0092,NH166E Segment 92,way/1189737454,NH166E,92,101.5,108.7,7.2,Kolhapur,Chandgad,10.44,89.56,89.55,89.56,Good
MA-NH60-SEG-0803,NH60 Segment 803,way/1353631913,NH60,803,3.6,25.6,22.0,Nashik,Malegaon,10.4,89.6,89.43,89.55,Good
MA-NH160-SEG-0350,NH160 Segment 350,way/1285851468,NH160,350,176.0,200.9,24.9,Dhule,Dhule,10.36,89.64,89.34,89.55,Good
MA-NH161-SEG-0172,NH161 Segment 172,way/1352009258,NH161,172,119.4,137.1,17.7,Solapur,Akkalkot,10.56,89.44,89.82,89.55,Good
MA-NH752H-SEG-0028,NH752H Segment 28,way/311603928,NH752H,28,194.5,202.3,7.8,Dhule,Dhule,10.5,89.5,89.65,89.54,Good
MA-NH63-SEG-0043,NH63 Segment 43,way/303819296,NH63,43,137.5,149.6,12.1,Dhule,Sindkhede,10.41,89.59,89.42,89.54,Good
MA-NH166-SEG-0053,NH166 Segment 53,way/298347614,NH166,53,179.9,184.9,5.0,Solapur,Solapur South,10.5,89.5,89.61,89.53,Good
MA-NH161-SEG-0188,NH161 Segment 188,way/1352865995,NH161,188,29.8,47.2,17.4,Dhule,Sakri,10.35,89.65,89.25,89.53,Good
MA-NH53-SEG-1321,NH53 Segment 1321,way/1361076911,NH53,1321,19.8,41.0,21.2,Raigad,Karjat,10.54,89.46,89.7,89.53,Good
MA-NH160A-SEG-0090,NH160A Segment 90,way/311379125,NH160A,90,130.7,140.3,9.6,Dhule,Sindkhede,10.52,89.48,89.63,89.52,Good
MA-NH 61-SEG-0024,NH 61 Segment 24,way/1271656135,NH 61,24,27.5,39.2,11.7,Dhule,Sindkhede,10.4,89.6,89.32,89.52,Good
MA-NH60-SEG-0586,NH60 Segment 586,way/1187339289,NH60,586,184.8,202.4,17.6,Satara,Karad,10.4,89.6,89.33,89.52,Good
MA-NH361-SEG-0723,NH361 Segment 723,way/1354858470,NH361,723,26.3,33.4,7.1,Solapur,Pandharpur,10.44,89.56,89.36,89.5,Good
MA-NH965-SEG-0424,NH965 Segment 424,way/1380194827,NH965,424,176.4,200.1,23.7,Solapur,Karmala,10.63,89.37,89.78,89.49,Good
MA-NH166-SEG-0256,NH166 Segment 256,way/1255965920,NH166,256,32.9,51.6,18.7,Solapur,Pandharpur,10.46,89.54,89.38,89.49,Good
MA-NH752I-SEG-0130,NH752I Segment 130,way/578254689,NH752I,130,145.9,165.7,19.8,Dhule,Sindkhede,10.31,89.69,89.01,89.49,Good
MA-NH753F-SEG-0131,NH753F Segment 131,way/220864241,NH753F,131,195.4,211.3,15.9,Pune,Haveli,10.45,89.55,89.32,89.48,Good
MA-NH753F-SEG-0461,NH753F Segment 461,way/1228826943,NH753F,461,195.0,206.4,11.4,Solapur,Madha,10.48,89.52,89.36,89.47,Good
MA-NH353I-SEG-0074,NH353I Segment 74,way/879596249,NH353I,74,64.4,77.7,13.3,Dhule,Sakri,10.57,89.43,89.56,89.47,Good
MA-NH65-SEG-0184,NH65 Segment 184,way/303453998,NH65,184,19.5,30.5,11.0,Solapur,Karmala,10.5,89.5,89.35,89.46,Good
MA-NH753A-SEG-0077,NH753A Segment 77,way/496016161,NH753A,77,42.7,55.3,12.6,Dhule,Sakri,10.6,89.4,89.61,89.46,Good
MA-NH52-SEG-0515,NH52 Segment 515,way/1115096603,NH52,515,61.5,86.2,24.7,Satara,Man,10.48,89.52,89.28,89.45,Good
MA-NH266-SEG-0011,NH266 Segment 11,way/309488026,NH266,11,53.2,74.9,21.7,Solapur,Akkalkot,10.53,89.47,89.4,89.45,Good
MA-NH548B-SEG-0024,NH548B Segment 24,way/303803013,NH548B,24,112.4,136.2,23.8,Satara,Khatav,10.47,89.53,89.24,89.44,Good
MA-NH848-SEG-0131,NH848 Segment 131,way/1019968024,NH848,131,90.8,96.5,5.7,Dhule,Sakri,10.6,89.4,89.55,89.44,Good
MA-NH965DD-SEG-0044,NH965DD Segment 44,way/910397555,NH965DD,44,41.9,63.7,21.8,Dhule,Dhule,10.48,89.52,89.27,89.44,Good
MA-NH548A-SEG-0061,NH548A Segment 61,way/309386262,NH548A,61,21.7,38.6,16.9,Solapur,Barshi,10.52,89.48,89.31,89.43,Good
MA-NH965-SEG-0312,NH965 Segment 312,way/1363270982,NH965,312,79.1,84.1,5.0,Satara,Satara,10.51,89.49,89.29,89.43,Good
MA-NH60-SEG-0367,NH60 Segment 367,way/632474046,NH60,367,91.4,115.8,24.4,Dhule,Sakri,10.65,89.35,89.61,89.43,Good
MA-NH65-SEG-0457,NH65 Segment 457,way/1115101421,NH65,457,119.0,124.2,5.2,Nashik,Malegaon,10.6,89.4,89.5,89.43,Good
MA-NH61-SEG-0181,NH61 Segment 181,way/789273518,NH61,181,122.2,145.7,23.5,Satara,Patan,10.44,89.56,89.13,89.43,Good
MA-NH753J-SEG-0074,NH753J Segment 74,way/311295592,NH753J,74,66.8,78.7,11.9,Dhule,Sindkhede,10.53,89.47,89.31,89.42,Good
MA-NH548DD-SEG-0067,NH548DD Segment 67,way/1271703601,NH548DD,67,10.2,29.8,19.6,Solapur,Solapur South,10.61,89.39,89.45,89.41,Good
MA-NH44-SEG-0079,NH44 Segment 79,way/182450942,NH44,79,101.1,124.4,23.3,Nashik,Dindori,10.56,89.44,89.34,89.41,Good
MA-NH60-SEG-0780,NH60 Segment 780,way/1295747488,NH60,780,28.9,35.7,6.8,Kolhapur,Gadhinglaj,10.64,89.36,89.48,89.4,Good
MA-NH247-SEG-0023,NH247 Segment 23,way/296170234,NH247,23,49.8,55.0,5.2,Solapur,Solapur North,10.64,89.36,89.47,89.39,Good
MA-NH347A-SEG-0003,NH347A Segment 3,way/22866034,NH347A,3,123.9,134.5,10.6,Sindhudurg,Kankavli,10.58,89.42,89.28,89.38,Good
MA-NH548-SEG-0071,NH548 Segment 71,way/1391034880,NH548,71,165.8,190.0,24.2,Satara,Khatav,10.63,89.37,89.42,89.38,Good
MA-NH965DD-SEG-0063,NH965DD Segment 63,way/1125101206,NH965DD,63,87.4,107.0,19.6,Satara,Patan,10.66,89.34,89.43,89.37,Good
MA-NH753BE-SEG-0004,NH753BE Segment 4,way/103262390,NH753BE,4,160.0,176.9,16.9,Dhule,Shirpur,10.65,89.35,89.43,89.37,Good
MA-NH60-SEG-0520,NH60 Segment 520,way/991282337,NH60,520,107.2,127.5,20.3,Satara,Karad,10.71,89.29,89.49,89.35,Good
MA-NH60-SEG-0404,NH60 Segment 404,way/210788793,NH60,79,25.7,38.1,12.4,Dhule,Sindkhede,10.58,89.42,89.16,89.34,Good
MA-NH965-SEG-0428,NH965 Segment 428,way/1380233192,NH965,428,75.3,99.0,23.7,Raigad,Panvel,10.65,89.35,89.33,89.34,Good
MA-NH753F-SEG-0148,NH753F Segment 148,way/220870065,NH753F,148,108.2,129.5,21.3,Dhule,Shirpur,10.72,89.28,89.44,89.33,Good
MA-NH47-SEG-0001,NH47 Segment 1,way/22830377,NH47,1,11.6,29.1,17.5,Dhule,Sindkhede,10.8,89.2,89.6,89.32,Good
MA-NH66-SEG-0448,NH66 Segment 448,way/1353300253,NH66,448,24.4,37.8,13.4,Kolhapur,Shirol,10.65,89.35,89.25,89.32,Good
MA-NH752I-SEG-0136,NH752I Segment 136,way/578254695,NH752I,136,22.5,34.9,12.4,Nagpur,Kamptee,10.64,89.36,89.22,89.32,Good
MA-NH48-SEG-0494,NH48 Segment 494,way/55501001,NH48,79,67.9,90.7,22.8,Solapur,Akkalkot,10.65,89.35,89.22,89.31,Good
MA-NH48-SEG-0734,NH48 Segment 734,way/790809128,NH48,734,120.3,139.2,18.9,Nashik,Yeola,10.62,89.38,89.14,89.31,Good
MA-NH752H-SEG-0085,NH752H Segment 85,way/1278619686,NH752H,85,185.1,192.3,7.2,Dhule,Sindkhede,10.7,89.3,89.32,89.31,Good
MA-NH52-SEG-0781,NH52 Segment 781,way/1318602575,NH52,781,65.2,88.9,23.7,Nagpur,Hingna,10.69,89.31,89.26,89.3,Good
MA-NH965G-SEG-0132,NH965G Segment 132,way/1357160660,NH965G,132,20.0,27.4,7.4,Kolhapur,Hatkanangle,10.74,89.26,89.41,89.3,Good
MA-NH761-SEG-0015,NH761 Segment 15,way/1223171127,NH761,15,170.1,193.4,23.3,Dhule,Shirpur,10.76,89.24,89.38,89.28,Good
MA-NH60-SEG-0537,NH60 Segment 537,way/1088755905,NH60,537,198.5,217.9,19.4,Pune,Bhor,10.73,89.27,89.32,89.28,Good
MA-NH361-SEG-0191,NH361 Segment 191,way/825222722,NH361,191,84.8,104.1,19.3,Satara,Koregaon,10.75,89.25,89.31,89.27,Good
MA-NH752I-SEG-0025,NH752I Segment 25,way/258314555,NH752I,25,44.3,53.4,9.1,Dhule,Sakri,10.91,89.09,89.65,89.26,Good
MA-NH752I-SEG-0159,NH752I Segment 159,way/842628862,NH752I,159,190.3,200.2,9.9,Solapur,Akkalkot,10.77,89.23,89.29,89.25,Good
MA-NH52-SEG-0867,NH52 Segment 867,way/1354594931,NH52,867,22.6,27.6,5.0,Nagpur,Savner,10.77,89.23,89.27,89.24,Good
MA-NH965-SEG-0256,NH965 Segment 256,way/1353307551,NH965,256,85.4,93.1,7.7,Dhule,Sindkhede,10.74,89.26,89.18,89.24,Good
MA-NH848-SEG-0121,NH848 Segment 121,way/845395439,NH848,121,46.7,62.1,15.4,Nagpur,Kamptee,10.72,89.28,89.13,89.23,Good
MA-NH753L-SEG-0041,NH753L Segment 41,way/980986899,NH753L,41,45.6,54.9,9.3,Nagpur,Hingna,10.72,89.28,89.1,89.23,Good
MA-NH66-SEG-0018,NH66 Segment 18,way/197474115,NH66,18,11.9,21.5,9.6,Solapur,Barshi,10.73,89.27,89.09,89.22,Good
MA-NH160-SEG-0265,NH160 Segment 265,way/1285472147,NH160,265,190.9,210.6,19.7,Solapur,Madha,10.96,89.04,89.61,89.21,Good
MA-NH65-SEG-0278,NH65 Segment 278,way/577471781,NH65,278,135.2,144.8,9.6,Nagpur,Umred,10.94,89.06,89.52,89.2,Good
MA-NH753J-SEG-0001,NH753J Segment 1,way/8460948,NH753J,1,150.9,170.3,19.4,Nagpur,Bhiwapur,10.84,89.16,89.28,89.2,Good
MA-NH44-SEG-0244,NH44 Segment 244,way/463936421,NH44,244,46.9,71.4,24.5,Satara,Koregaon,10.81,89.19,89.23,89.2,Good
MA-NH48-SEG-0301,NH48 Segment 301,way/211854809,NH48,301,178.8,186.8,8.0,Nagpur,Butibori,10.76,89.24,89.09,89.2,Good
MA-NH65-SEG-0323,NH65 Segment 323,way/641337506,NH65,323,47.2,65.6,18.4,Nashik,Malegaon,10.8,89.2,89.2,89.2,Good
MA-NH753A-SEG-0053,NH753A Segment 53,way/317990169,NH753A,53,90.8,98.6,7.8,Satara,Mahabaleshwar,10.79,89.21,89.18,89.2,Good
MA-NH160-SEG-0388,NH160 Segment 388,way/222759359,NH160,63,51.8,67.5,15.7,Solapur,Malshiras,10.87,89.13,89.33,89.19,Good
MA-NH561A-SEG-0039,NH561A Segment 39,way/222612109,NH561A,39,136.4,155.2,18.8,Solapur,Karmala,10.74,89.26,89.04,89.19,Good
MA-NH753F-SEG-0488,NH753F Segment 488,way/1271495903,NH753F,488,110.4,133.5,23.1,Pune,Indapur,10.72,89.28,88.99,89.19,Good
MA-NH48-SEG-0749,NH48 Segment 749,way/790968589,NH48,749,86.3,97.5,11.2,Dhule,Dhule,10.75,89.25,88.94,89.16,Good
MA-NH752H-SEG-0032,NH752H Segment 32,way/464168946,NH752H,32,44.4,69.3,24.9,Solapur,Mohol,10.86,89.14,89.19,89.16,Good
MA-NH753F-SEG-0276,NH753F Segment 276,way/303287881,NH753F,276,140.3,160.6,20.3,Dhule,Sakri,10.91,89.09,89.33,89.16,Good
MA-NH752K-SEG-0044,NH752K Segment 44,way/306019866,NH752K,44,10.3,16.8,6.5,Dhule,Shirpur,10.79,89.21,89.02,89.15,Good
MA-NH752G-SEG-0095,NH752G Segment 95,way/303005918,NH752G,95,162.5,187.3,24.8,Pune,Shirur,10.8,89.2,89.01,89.14,Good
MA-NH353J-SEG-0167,NH353J Segment 167,way/1296560402,NH353J,167,90.0,113.7,23.7,Raigad,Uran,10.83,89.17,89.07,89.14,Good
MA-NH53-SEG-0034,NH53 Segment 34,way/203804462,NH53,34,123.5,139.1,15.6,Solapur,Malshiras,10.89,89.11,89.22,89.14,Good
MA-NH48-SEG-0811,NH48 Segment 811,way/842589920,NH48,811,13.8,37.1,23.3,Dhule,Dhule,10.93,89.07,89.32,89.14,Good
MA-NH361-SEG-0659,NH361 Segment 659,way/1353370908,NH361,659,136.6,154.0,17.4,Dhule,Sindkhede,10.83,89.17,89.07,89.14,Good
MA-NH348A-SEG-0042,NH348A Segment 42,way/813840865,NH348A,42,1.5,21.3,19.8,Dhule,Sindkhede,10.82,89.18,89.01,89.13,Good
MA-NH353E-SEG-0015,NH353E Segment 15,way/490616273,NH353E,15,167.3,183.6,16.3,Nagpur,Savner,10.83,89.17,89.03,89.13,Good
MA-NH48-SEG-0412,NH48 Segment 412,way/219443591,NH48,412,45.2,68.5,23.3,Solapur,Madha,10.91,89.09,89.2,89.12,Good
MA-NH52-SEG-0275,NH52 Segment 275,way/978821852,NH52,275,195.5,212.3,16.8,Dhule,Sindkhede,10.89,89.11,89.11,89.11,Good
MA-NH52-SEG-0391,NH52 Segment 391,way/1000709037,NH52,391,195.8,219.7,23.9,Dhule,Shirpur,10.85,89.15,88.97,89.1,Good
MA-NH753A-SEG-0118,NH753A Segment 118,way/848001450,NH753A,118,103.6,108.6,5.0,Pune,Daund,10.95,89.05,89.2,89.1,Good
MA-NH66-SEG-0029,NH66 Segment 29,way/202271960,NH66,29,198.1,204.9,6.8,Dhule,Dhule,10.94,89.06,89.15,89.09,Good
MA-NH930-SEG-0163,NH930 Segment 163,way/1357160617,NH930,163,32.2,38.4,6.2,Solapur,Madha,10.84,89.16,88.88,89.08,Good
MA-NH548A-SEG-0005,NH548A Segment 5,way/130726084,NH548A,5,56.0,66.2,10.2,Solapur,Barshi,10.92,89.08,89.05,89.07,Good
MA-NH161-SEG-0004,NH161 Segment 4,way/236742264,NH161,4,137.2,146.3,9.1,Pune,Junnar,10.88,89.12,88.95,89.07,Good
MA-NH753F-SEG-0259,NH753F Segment 259,way/298822512,NH753F,259,7.9,25.0,17.1,Satara,Koregaon,10.96,89.04,89.12,89.06,Good
MA-NH166-SEG-0225,NH166 Segment 225,way/1203504685,NH166,225,69.6,93.5,23.9,Pune,Purandar,10.88,89.12,88.89,89.05,Good
MA-NH65-SEG-0121,NH65 Segment 121,way/219292123,NH65,121,137.3,149.4,12.1,Nashik,Sinnar,10.89,89.11,88.89,89.04,Good
MA-NH161-SEG-0360,NH161 Segment 360,way/1353137439,NH161,360,146.4,155.5,9.1,Nagpur,Kalmeshwar,10.9,89.1,88.82,89.02,Good
MA-NH561A-SEG-0217,NH561A Segment 217,way/1353308286,NH561A,217,38.5,59.5,21.0,Solapur,Malshiras,10.96,89.04,88.95,89.01,Good
MA-NH561A-SEG-0035,NH561A Segment 35,way/222612101,NH561A,35,196.5,219.0,22.5,Dhule,Dhule,10.96,89.04,88.93,89.01,Good
MA-NH52-SEG-0647,NH52 Segment 647,way/1227973402,NH52,647,129.0,150.9,21.9,Nagpur,Parseoni,11.03,88.97,89.06,89.0,Good
MA-NH48-SEG-0160,NH48 Segment 160,way/123262831,NH48,160,115.1,127.8,12.7,Nagpur,Parseoni,10.97,89.03,88.91,88.99,Good
MA-NH61-SEG-0307,NH61 Segment 307,way/1352039101,NH61,307,196.8,208.2,11.4,Solapur,Mangalwedha,11.03,88.97,89.04,88.99,Good
MA-NH753F-SEG-0052,NH753F Segment 52,way/147823414,NH753F,52,44.2,66.2,22.0,Dhule,Dhule,11.01,88.99,88.97,88.98,Good
MA-NH161A-SEG-0016,NH161A Segment 16,way/239329215,NH161A,16,122.0,145.3,23.3,Dhule,Dhule,11.05,88.95,89.04,88.98,Good
MA-NH753F-SEG-0521,NH753F Segment 521,way/1318599882,NH753F,521,93.5,110.6,17.1,Dhule,Dhule,10.94,89.06,88.74,88.96,Good
MA-NH166-SEG-0465,NH166 Segment 465,way/1257423219,NH166,465,100.7,112.6,11.9,Dhule,Shirpur,11.02,88.98,88.9,88.96,Good
MA-NH548A-SEG-0067,NH548A Segment 67,way/318257466,NH548A,67,23.4,38.5,15.1,Solapur,Akkalkot,11.05,88.95,88.94,88.95,Good
MA-NH161A-SEG-0116,NH161A Segment 116,way/567512143,NH161A,116,107.7,125.3,17.6,Pune,Indapur,11.07,88.93,88.94,88.93,Good
MA-NH965-SEG-0314,NH965 Segment 314,way/1363270984,NH965,314,121.2,126.6,5.4,Solapur,Madha,11.11,88.89,89.02,88.93,Good
MA-NH160A-SEG-0070,NH160A Segment 70,way/303157916,NH160A,70,69.9,89.8,19.9,Dhule,Sindkhede,11.08,88.92,88.88,88.91,Good
MA-NH48-SEG-1160,NH48 Segment 1160,way/1309202946,NH48,1160,16.8,22.1,5.3,Pune,Khed,10.98,89.02,88.65,88.91,Good
MA-NH160H-SEG-0048,NH160H Segment 48,way/303005924,NH160H,48,68.1,80.9,12.8,Solapur,Mohol,11.09,88.91,88.89,88.9,Good
MA-NH753F-SEG-0418,NH753F Segment 418,way/1018200978,NH753F,418,45.7,69.5,23.8,Pune,Velhe,11.05,88.95,88.72,88.88,Good
MA-NH160-SEG-0179,NH160 Segment 179,way/669760300,NH160,179,116.9,139.4,22.5,Dhule,Sindkhede,11.18,88.82,88.99,88.87,Good
MA-NH753C-SEG-0030,NH753C Segment 30,way/296470603,NH753C,30,28.0,33.6,5.6,Dhule,Shirpur,11.2,88.8,88.96,88.85,Good
MA-NH48-SEG-0205,NH48 Segment 205,way/164920332,NH48,205,119.0,127.9,8.9,Solapur,Solapur South,11.15,88.85,88.85,88.85,Good
MA-NH50-SEG-0067,NH50 Segment 67,way/1357182317,NH50,67,178.6,184.2,5.6,Dhule,Dhule,11.08,88.92,88.7,88.85,Good
MA-NH44-SEG-0234,NH44 Segment 234,way/390771503,NH44,234,1.3,8.2,6.9,Solapur,Karmala,11.16,88.84,88.89,88.85,Good
MA-NH65-SEG-0159,NH65 Segment 159,way/221543030,NH65,159,25.2,31.3,6.1,Dhule,Sindkhede,11.24,88.76,88.98,88.83,Good
MA-NH353J-SEG-0110,NH353J Segment 110,way/1208216897,NH353J,110,44.5,56.9,12.4,Nashik,Yeola,11.14,88.86,88.76,88.83,Good
