road_id,name,nh_number,segment_start_km,segment_end_km,jurisdiction,category,length_km,lane_count,surface_type,year_constructed,last_major_rehab_year,status,geometry,notes,state,district,taluka,region_type,terrain_type,slope_category,monsoon_rainfall_category,landslide_prone,flood_prone,ghat_section_flag,tourism_route_flag,elevation_m,avg_daily_traffic,truck_percentage,peak_hour_traffic,traffic_weight,seasonal_variation
MA-NH65-SEG-0055,NH65 Segment 55,NH65,54.9,77.1,NHAI,National,22.2,2,bitumen,2000,2023,under_construction,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,24.8,25054,17,2715,2,"{""M1"":1.14,""M2"":1.13,""M3"":1.2,""M4"":0.96,""M5"":0.82,""M6"":0.92,""M7"":0.98,""M8"":1.03,""M9"":1.2,""M10"":0.82,""M11"":0.93,""M12"":1.13}"
MA-SH60-SEG-0056,SH60 Segment 56,SH60,120.6,134.6,NHAI,Urban,14,2,gravel,2019,,active,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,66.3,6380,17.2,458,1,"{""M1"":0.89,""M2"":1.18,""M3"":1.06,""M4"":1.12,""M5"":0.89,""M6"":0.85,""M7"":1.01,""M8"":0.95,""M9"":0.85,""M10"":1.12,""M11"":1.08,""M12"":1.04}"
MA-NH60-SEG-0057,NH60 Segment 57,NH60,40.6,53.9,NHAI,National,13.3,6,bitumen,2018,2015,under_construction,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,72.6,5185,19.4,543,1,"{""M1"":1.01,""M2"":0.86,""M3"":0.98,""M4"":0.95,""M5"":0.92,""M6"":1.03,""M7"":1.04,""M8"":1.02,""M9"":0.89,""M10"":0.94,""M11"":0.81,""M12"":0.82}"
MA-NH65-SEG-0058,NH65 Segment 58,NH65,26.8,35.7,PMGSY,Inter-State,8.9,4,earthen,2017,,active,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,344.1,5689,24.5,535,1,"{""M1"":0.85,""M2"":1.02,""M3"":1.06,""M4"":0.85,""M5"":0.99,""M6"":1.03,""M7"":0.91,""M8"":0.88,""M9"":1.0,""M10"":0.9,""M11"":1.14,""M12"":0.9}"
MA-NH160-SEG-0059,NH160 Segment 59,NH160,91.4,98.4,Municipality,Urban,7,6,bitumen,2020,,under_construction,LINESTRING(...),,Maharashtra,Raigad,Mahad,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,498.2,13351,44.6,927,1.5,"{""M1"":1.01,""M2"":1.08,""M3"":1.01,""M4"":1.19,""M5"":1.15,""M6"":0.96,""M7"":0.92,""M8"":1.16,""M9"":0.85,""M10"":0.87,""M11"":0.91,""M12"":1.05}"
MA-NH60-SEG-0060,NH60 Segment 60,NH60,119.4,136.7,NHAI,Inter-State,17.3,2,bitumen,2017,,active,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,814.9,9949,26.9,1060,1,"{""M1"":0.8,""M2"":1.08,""M3"":1.05,""M4"":1.04,""M5"":1.06,""M6"":1.19,""M7"":1.2,""M8"":1.13,""M9"":1.17,""M10"":1.01,""M11"":1.09,""M12"":1.08}"
MA-NH60-SEG-0061,NH60 Segment 61,NH60,104.5,109.6,State PWD,Urban,5.1,6,concrete,2018,2009,under_construction,LINESTRING(...),,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,411.7,3113,38.5,239,0.5,"{""M1"":1.11,""M2"":1.12,""M3"":0.96,""M4"":0.84,""M5"":0.83,""M6"":0.92,""M7"":1.03,""M8"":1.04,""M9"":0.86,""M10"":1.04,""M11"":1.09,""M12"":1.03}"
MA-NH60-SEG-0062,NH60 Segment 62,NH60,150.9,170.5,Municipality,Inter-State,19.6,2,gravel,2000,,under_construction,LINESTRING(...),,Maharashtra,Sindhudurg,Kankavli,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,208.1,6022,28,519,1,"{""M1"":0.89,""M2"":1.13,""M3"":1.13,""M4"":0.97,""M5"":1.03,""M6"":0.87,""M7"":1.15,""M8"":0.82,""M9"":1.08,""M10"":0.81,""M11"":0.86,""M12"":1.19}"
MA-NH48-SEG-0063,NH48 Segment 63,NH48,105,111.6,NHAI,Urban,6.6,6,earthen,1998,,active,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,961.4,8667,41,833,1,"{""M1"":0.9,""M2"":0.89,""M3"":1.01,""M4"":1.05,""M5"":0.96,""M6"":0.99,""M7"":0.81,""M8"":1.13,""M9"":0.86,""M10"":0.94,""M11"":1.15,""M12"":0.93}"
MA-SH60-SEG-0064,SH60 Segment 64,SH60,23.5,30.2,PMGSY,State,6.7,4,gravel,2011,2021,under_construction,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,135.2,21309,10.9,2032,2,"{""M1"":1.04,""M2"":1.19,""M3"":1.01,""M4"":1.05,""M5"":1.05,""M6"":0.81,""M7"":1.18,""M8"":0.81,""M9"":0.8,""M10"":0.84,""M11"":1.09,""M12"":0.9}"
MA-NH65-SEG-0065,NH65 Segment 65,NH65,195.9,201.7,Municipality,Inter-State,5.8,2,concrete,2004,,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,189.8,7385,18.7,669,1,"{""M1"":0.83,""M2"":1.01,""M3"":0.97,""M4"":1.13,""M5"":1.03,""M6"":0.93,""M7"":1.09,""M8"":0.98,""M9"":0.84,""M10"":1.12,""M11"":0.99,""M12"":0.94}"
MA-NH160-SEG-0066,NH160 Segment 66,NH160,110.5,124.6,NHAI,Urban,14.1,2,gravel,2020,2011,under_construction,LINESTRING(...),,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,487.1,3211,44.2,197,0.5,"{""M1"":1.13,""M2"":1.01,""M3"":1.0,""M4"":0.8,""M5"":1.17,""M6"":1.13,""M7"":0.84,""M8"":0.86,""M9"":0.81,""M10"":0.84,""M11"":0.85,""M12"":0.98}"
MA-SH50-SEG-0067,SH50 Segment 67,SH50,154.4,170.3,PMGSY,National,15.9,6,bitumen,2007,,under_construction,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,512.9,3130,40.4,189,0.5,"{""M1"":0.99,""M2"":1.04,""M3"":0.87,""M4"":1.15,""M5"":1.1,""M6"":0.96,""M7"":1.04,""M8"":0.9,""M9"":1.12,""M10"":0.92,""M11"":1.05,""M12"":1.01}"
MA-NH48-SEG-0068,NH48 Segment 68,NH48,34.8,49.2,Municipality,Urban,14.4,2,gravel,2012,,under_construction,LINESTRING(...),,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,582,5765,10.2,349,1,"{""M1"":1.2,""M2"":1.02,""M3"":0.94,""M4"":0.82,""M5"":1.17,""M6"":0.99,""M7"":1.12,""M8"":1.07,""M9"":0.92,""M10"":1.07,""M11"":0.91,""M12"":0.96}"
MA-SH50-SEG-0069,SH50 Segment 69,SH50,168.4,186.8,PMGSY,Urban,18.4,4,earthen,2008,,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1121.7,11685,31,1278,1.5,"{""M1"":0.81,""M2"":0.92,""M3"":0.89,""M4"":1.1,""M5"":0.83,""M6"":0.83,""M7"":0.98,""M8"":1.07,""M9"":0.84,""M10"":0.83,""M11"":1.12,""M12"":1.18}"
MA-NH60-SEG-0070,NH60 Segment 70,NH60,69.3,81.2,PMGSY,Inter-State,11.9,4,earthen,2000,2010,active,LINESTRING(...),,Maharashtra,Nashik,Igatpuri,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,1129,6089,11.8,573,1,"{""M1"":0.97,""M2"":0.87,""M3"":0.84,""M4"":1.06,""M5"":1.03,""M6"":1.04,""M7"":0.98,""M8"":0.88,""M9"":0.93,""M10"":0.92,""M11"":0.97,""M12"":0.84}"
MA-SH50-SEG-0071,SH50 Segment 71,SH50,64.9,81.1,Municipality,State,16.2,2,bitumen,2007,2012,active,LINESTRING(...),,Maharashtra,Sindhudurg,Kankavli,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,268,12294,26.1,1385,1.5,"{""M1"":0.86,""M2"":1.17,""M3"":0.96,""M4"":0.98,""M5"":1.08,""M6"":0.82,""M7"":0.88,""M8"":0.82,""M9"":1.02,""M10"":1.16,""M11"":0.82,""M12"":1.17}"
MA-NH160-SEG-0072,NH160 Segment 72,NH160,50.6,67.6,PMGSY,Urban,17,6,gravel,2003,,active,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,180.9,26380,40.9,3065,2,"{""M1"":1.0,""M2"":1.17,""M3"":0.95,""M4"":0.94,""M5"":0.95,""M6"":0.98,""M7"":1.03,""M8"":0.99,""M9"":0.87,""M10"":0.99,""M11"":1.14,""M12"":1.19}"
MA-NH48-SEG-0073,NH48 Segment 73,NH48,164.8,175.8,Municipality,Inter-State,11,6,gravel,2018,2009,under_construction,LINESTRING(...),,Maharashtra,Raigad,Mahad,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,260,11115,28.5,1054,1.5,"{""M1"":1.07,""M2"":0.89,""M3"":0.86,""M4"":1.04,""M5"":1.02,""M6"":0.98,""M7"":1.13,""M8"":1.15,""M9"":1.11,""M10"":0.92,""M11"":0.86,""M12"":0.89}"
MA-SH60-SEG-0074,SH60 Segment 74,SH60,118.6,137.3,State PWD,State,18.7,2,gravel,2012,,under_construction,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,266.3,7013,13.6,593,1,"{""M1"":0.9,""M2"":1.11,""M3"":0.83,""M4"":1.13,""M5"":1.11,""M6"":1.15,""M7"":0.9,""M8"":1.03,""M9"":0.83,""M10"":1.0,""M11"":1.03,""M12"":0.98}"
MA-SH50-SEG-0075,SH50 Segment 75,SH50,174.2,191.5,State PWD,Inter-State,17.3,2,earthen,2006,,active,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,3.2,28518,30.8,2989,2,"{""M1"":1.19,""M2"":1.11,""M3"":0.89,""M4"":1.17,""M5"":1.08,""M6"":0.96,""M7"":0.88,""M8"":1.1,""M9"":0.94,""M10"":0.84,""M11"":0.82,""M12"":0.92}"
MA-NH160-SEG-0076,NH160 Segment 76,NH160,12.2,24.8,Municipality,Urban,12.6,4,earthen,2000,,under_construction,LINESTRING(...),,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,332.5,6204,25.4,374,1,"{""M1"":1.02,""M2"":0.92,""M3"":0.95,""M4"":0.9,""M5"":0.82,""M6"":1.06,""M7"":0.91,""M8"":0.86,""M9"":1.03,""M10"":1.05,""M11"":1.02,""M12"":0.95}"
MA-SH60-SEG-0077,SH60 Segment 77,SH60,107.1,130.5,NHAI,National,23.4,4,earthen,2005,2020,under_construction,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,513.8,16391,37.2,1865,1.5,"{""M1"":1.08,""M2"":1.15,""M3"":1.06,""M4"":0.96,""M5"":0.9,""M6"":0.91,""M7"":0.97,""M8"":0.94,""M9"":0.87,""M10"":0.88,""M11"":1.13,""M12"":1.14}"
MA-NH160-SEG-0078,NH160 Segment 78,NH160,37.8,60.9,State PWD,Urban,23.1,4,earthen,2002,,active,LINESTRING(...),,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,963.2,5680,26.2,641,1,"{""M1"":0.88,""M2"":0.97,""M3"":1.18,""M4"":0.81,""M5"":1.02,""M6"":1.1,""M7"":0.99,""M8"":0.84,""M9"":1.08,""M10"":1.08,""M11"":0.9,""M12"":1.01}"
MA-NH60-SEG-0079,NH60 Segment 79,NH60,97.6,113.9,State PWD,Inter-State,16.3,2,bitumen,2020,2014,under_construction,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,968.9,6649,44.1,619,1,"{""M1"":0.81,""M2"":1.0,""M3"":1.08,""M4"":0.88,""M5"":0.94,""M6"":0.96,""M7"":1.05,""M8"":0.91,""M9"":1.0,""M10"":1.14,""M11"":1.02,""M12"":1.02}"
MA-NH48-SEG-0080,NH48 Segment 80,NH48,182.6,189.9,NHAI,Inter-State,7.3,2,gravel,2021,2011,active,LINESTRING(...),,Maharashtra,Raigad,Mahad,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,183.9,10885,38.5,1028,1.5,"{""M1"":0.84,""M2"":0.9,""M3"":1.07,""M4"":0.96,""M5"":0.91,""M6"":0.85,""M7"":1.12,""M8"":0.8,""M9"":0.84,""M10"":0.87,""M11"":1.08,""M12"":0.89}"
MA-NH65-SEG-0081,NH65 Segment 81,NH65,52.5,65.6,NHAI,Urban,13.1,2,earthen,2000,2011,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,558.4,4774,38,357,0.5,"{""M1"":1.09,""M2"":0.81,""M3"":1.13,""M4"":0.87,""M5"":0.92,""M6"":1.18,""M7"":1.02,""M8"":0.91,""M9"":0.83,""M10"":0.98,""M11"":0.84,""M12"":1.2}"
MA-NH48-SEG-0082,NH48 Segment 82,NH48,138.6,145.2,State PWD,Urban,6.6,4,gravel,1998,,active,LINESTRING(...),,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,1144.3,9137,18.9,945,1,"{""M1"":0.9,""M2"":0.99,""M3"":1.09,""M4"":1.19,""M5"":1.19,""M6"":1.18,""M7"":1.19,""M8"":1.13,""M9"":0.94,""M10"":1.06,""M11"":0.84,""M12"":1.18}"
MA-NH60-SEG-0083,NH60 Segment 83,NH60,2.4,7.8,PMGSY,Urban,5.4,4,earthen,2013,2015,active,LINESTRING(...),,Maharashtra,Kolhapur,Panhala,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,1072.1,7139,13.8,745,1,"{""M1"":0.91,""M2"":0.89,""M3"":0.99,""M4"":0.85,""M5"":1.02,""M6"":0.84,""M7"":0.8,""M8"":1.05,""M9"":1.17,""M10"":1.17,""M11"":0.94,""M12"":1.09}"
MA-NH65-SEG-0084,NH65 Segment 84,NH65,199.8,211.8,State PWD,State,12,2,concrete,2019,,under_construction,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,455.2,7037,15.6,708,1,"{""M1"":1.19,""M2"":0.92,""M3"":0.86,""M4"":0.95,""M5"":0.81,""M6"":1.0,""M7"":0.89,""M8"":1.14,""M9"":0.97,""M10"":0.96,""M11"":1.02,""M12"":1.2}"
MA-NH60-SEG-0085,NH60 Segment 85,NH60,4.2,20.9,Municipality,State,16.7,6,earthen,2005,2013,active,LINESTRING(...),,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,522.2,2125,26.6,191,0.5,"{""M1"":1.08,""M2"":1.01,""M3"":0.82,""M4"":0.93,""M5"":0.82,""M6"":1.09,""M7"":1.05,""M8"":1.06,""M9"":0.88,""M10"":0.9,""M11"":0.86,""M12"":0.98}"
MA-NH160-SEG-0086,NH160 Segment 86,NH160,41.8,53.9,NHAI,National,12.1,2,earthen,2015,,active,LINESTRING(...),,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,436.9,3771,28.8,259,0.5,"{""M1"":1.1,""M2"":0.9,""M3"":1.01,""M4"":0.91,""M5"":1.04,""M6"":1.1,""M7"":1.0,""M8"":1.18,""M9"":0.94,""M10"":1.17,""M11"":0.84,""M12"":1.09}"
MA-NH160-SEG-0087,NH160 Segment 87,NH160,141.7,163.3,State PWD,Urban,21.6,2,gravel,2014,2022,active,LINESTRING(...),,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,111.6,13428,18.6,1314,1.5,"{""M1"":0.81,""M2"":1.06,""M3"":1.14,""M4"":1.19,""M5"":0.94,""M6"":0.9,""M7"":0.8,""M8"":0.86,""M9"":1.05,""M10"":0.97,""M11"":0.87,""M12"":1.01}"
MA-SH60-SEG-0088,SH60 Segment 88,SH60,123.2,141.1,State PWD,National,17.9,2,gravel,1999,,active,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,1059.9,9889,32.4,835,1,"{""M1"":1.08,""M2"":1.04,""M3"":0.9,""M4"":1.15,""M5"":0.86,""M6"":1.13,""M7"":1.1,""M8"":0.83,""M9"":1.18,""M10"":0.8,""M11"":1.14,""M12"":1.08}"
MA-NH160-SEG-0089,NH160 Segment 89,NH160,195.6,207.6,NHAI,Inter-State,12,6,concrete,2014,,under_construction,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,543,10227,34.7,1102,1.5,"{""M1"":0.87,""M2"":0.97,""M3"":0.97,""M4"":0.92,""M5"":0.95,""M6"":1.0,""M7"":1.09,""M8"":1.04,""M9"":0.88,""M10"":1.01,""M11"":0.85,""M12"":1.14}"
MA-NH65-SEG-0090,NH65 Segment 90,NH65,146.6,162.9,NHAI,Urban,16.3,4,concrete,2018,,active,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,196.9,14905,13.2,1261,1.5,"{""M1"":1.18,""M2"":1.01,""M3"":0.87,""M4"":1.17,""M5"":0.85,""M6"":1.13,""M7"":1.13,""M8"":0.93,""M9"":0.8,""M10"":0.98,""M11"":0.92,""M12"":0.83}"
MA-NH48-SEG-0091,NH48 Segment 91,NH48,5.4,20.3,State PWD,Urban,14.9,2,bitumen,2017,,active,LINESTRING(...),,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,379.9,4476,40.1,497,0.5,"{""M1"":1.07,""M2"":0.99,""M3"":1.11,""M4"":1.13,""M5"":0.98,""M6"":1.14,""M7"":1.15,""M8"":1.11,""M9"":0.93,""M10"":0.91,""M11"":0.86,""M12"":1.06}"
MA-NH60-SEG-0092,NH60 Segment 92,NH60,98.7,122.5,Municipality,National,23.8,2,earthen,2021,2010,active,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,1143.5,8661,24.9,757,1,"{""M1"":0.86,""M2"":0.93,""M3"":1.05,""M4"":1.2,""M5"":1.03,""M6"":1.18,""M7"":1.12,""M8"":0.83,""M9"":0.9,""M10"":1.08,""M11"":1.07,""M12"":0.91}"
MA-SH50-SEG-0093,SH50 Segment 93,SH50,134.9,146.7,PMGSY,National,11.8,2,concrete,2000,,under_construction,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,997.4,10133,32.1,1151,1.5,"{""M1"":0.9,""M2"":0.81,""M3"":0.9,""M4"":0.85,""M5"":0.96,""M6"":0.89,""M7"":1.05,""M8"":0.91,""M9"":1.17,""M10"":1.08,""M11"":1.0,""M12"":0.93}"
MA-SH50-SEG-0094,SH50 Segment 94,SH50,194.8,219.1,PMGSY,Urban,24.3,4,bitumen,2019,,active,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,498.1,7878,37.3,715,1,"{""M1"":1.03,""M2"":1.11,""M3"":0.92,""M4"":0.96,""M5"":0.95,""M6"":0.94,""M7"":0.86,""M8"":1.13,""M9"":1.11,""M10"":1.03,""M11"":0.83,""M12"":1.14}"
MA-NH60-SEG-0095,NH60 Segment 95,NH60,146,157,Municipality,Inter-State,11,6,earthen,2014,2021,active,LINESTRING(...),,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,460,5431,13.4,402,1,"{""M1"":0.94,""M2"":0.89,""M3"":1.09,""M4"":1.18,""M5"":0.99,""M6"":0.92,""M7"":0.91,""M8"":0.82,""M9"":0.97,""M10"":0.81,""M11"":1.17,""M12"":1.05}"
MA-SH50-SEG-0096,SH50 Segment 96,SH50,72.4,86.7,Municipality,State,14.3,2,bitumen,2022,2022,under_construction,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,82.7,6689,21.2,711,1,"{""M1"":1.01,""M2"":0.8,""M3"":0.83,""M4"":0.96,""M5"":1.19,""M6"":1.16,""M7"":1.04,""M8"":1.14,""M9"":0.85,""M10"":0.87,""M11"":0.81,""M12"":1.03}"
MA-NH65-SEG-0097,NH65 Segment 97,NH65,46.6,51.8,PMGSY,Urban,5.2,2,earthen,2012,,active,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,32.7,29272,45,1821,2,"{""M1"":0.97,""M2"":0.94,""M3"":0.97,""M4"":1.18,""M5"":1.16,""M6"":0.81,""M7"":0.92,""M8"":1.0,""M9"":1.08,""M10"":1.09,""M11"":1.19,""M12"":0.83}"
MA-SH50-SEG-0098,SH50 Segment 98,SH50,186.1,200.7,PMGSY,Inter-State,14.6,2,gravel,2007,2021,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1000.7,11803,13.2,823,1.5,"{""M1"":1.03,""M2"":0.82,""M3"":1.16,""M4"":1.1,""M5"":0.8,""M6"":1.07,""M7"":1.2,""M8"":1.0,""M9"":1.05,""M10"":1.2,""M11"":1.13,""M12"":1.14}"
MA-SH60-SEG-0099,SH60 Segment 99,SH60,165.2,182.7,State PWD,National,17.5,4,gravel,2000,,active,LINESTRING(...),,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,388.6,4502,12.2,427,0.5,"{""M1"":0.93,""M2"":1.05,""M3"":0.9,""M4"":0.97,""M5"":0.82,""M6"":0.99,""M7"":1.09,""M8"":0.86,""M9"":0.82,""M10"":1.04,""M11"":1.03,""M12"":1.03}"
MA-NH60-SEG-0100,NH60 Segment 100,NH60,100.3,115.2,State PWD,Inter-State,14.9,2,earthen,2006,2014,under_construction,LINESTRING(...),,Maharashtra,Nashik,Igatpuri,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,730.3,10713,16.3,838,1.5,"{""M1"":1.16,""M2"":1.09,""M3"":0.98,""M4"":1.07,""M5"":1.2,""M6"":0.91,""M7"":1.1,""M8"":1.14,""M9"":1.14,""M10"":0.93,""M11"":1.11,""M12"":1.18}"
MA-NH48-SEG-0101,NH48 Segment 101,NH48,20,35.1,State PWD,Urban,15.1,4,gravel,2014,2017,under_construction,LINESTRING(...),,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,217.6,2007,35.8,158,0.5,"{""M1"":1.15,""M2"":1.0,""M3"":1.09,""M4"":0.87,""M5"":1.02,""M6"":0.84,""M7"":1.01,""M8"":1.0,""M9"":1.18,""M10"":0.98,""M11"":1.0,""M12"":1.17}"
MA-NH160-SEG-0102,NH160 Segment 102,NH160,179.3,186.6,Municipality,Urban,7.3,4,gravel,2004,2020,active,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,168.1,11057,22.8,842,1.5,"{""M1"":0.89,""M2"":0.88,""M3"":0.85,""M4"":1.04,""M5"":0.81,""M6"":0.87,""M7"":1.04,""M8"":0.89,""M9"":1.2,""M10"":0.91,""M11"":0.81,""M12"":1.15}"
MA-NH60-SEG-0103,NH60 Segment 103,NH60,73.7,90.1,PMGSY,Urban,16.4,2,concrete,2020,2013,under_construction,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,168.1,4974,28.3,556,0.5,"{""M1"":1.12,""M2"":1.1,""M3"":1.06,""M4"":0.98,""M5"":1.06,""M6"":1.02,""M7"":1.0,""M8"":1.04,""M9"":1.01,""M10"":1.12,""M11"":0.93,""M12"":0.81}"
MA-SH60-SEG-0104,SH60 Segment 104,SH60,128.2,151.4,NHAI,Inter-State,23.2,4,concrete,2019,2016,active,LINESTRING(...),,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,374.1,3787,38.2,305,0.5,"{""M1"":1.19,""M2"":1.07,""M3"":0.9,""M4"":1.09,""M5"":1.01,""M6"":1.19,""M7"":0.9,""M8"":0.82,""M9"":0.98,""M10"":1.05,""M11"":0.97,""M12"":0.84}"
MA-SH60-SEG-0105,SH60 Segment 105,SH60,195.5,205.4,PMGSY,National,9.9,6,bitumen,1998,2016,active,LINESTRING(...),,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,443.9,7605,40.5,563,1,"{""M1"":0.9,""M2"":0.89,""M3"":0.91,""M4"":1.05,""M5"":0.99,""M6"":0.9,""M7"":1.08,""M8"":0.88,""M9"":1.06,""M10"":0.83,""M11"":1.0,""M12"":1.09}"
MA-NH160-SEG-0106,NH160 Segment 106,NH160,120.9,126,PMGSY,National,5.1,6,earthen,1998,2013,active,LINESTRING(...),,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,12.4,3957,10.1,395,0.5,"{""M1"":1.09,""M2"":1.13,""M3"":0.81,""M4"":1.13,""M5"":1.0,""M6"":1.14,""M7"":0.9,""M8"":0.87,""M9"":0.8,""M10"":1.07,""M11"":1.01,""M12"":0.89}"
MA-SH50-SEG-0107,SH50 Segment 107,SH50,5.7,20.8,Municipality,Inter-State,15.1,6,concrete,2015,2010,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,519.8,6261,27,624,1,"{""M1"":0.83,""M2"":1.06,""M3"":1.0,""M4"":1.19,""M5"":1.2,""M6"":1.07,""M7"":0.85,""M8"":1.09,""M9"":0.81,""M10"":1.13,""M11"":1.18,""M12"":1.14}"
MA-SH50-SEG-0108,SH50 Segment 108,SH50,74.8,89.4,State PWD,National,14.6,2,gravel,2005,,active,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1104.9,7649,33.1,882,1,"{""M1"":0.98,""M2"":0.92,""M3"":0.82,""M4"":1.12,""M5"":0.98,""M6"":1.07,""M7"":0.86,""M8"":1.11,""M9"":0.94,""M10"":0.83,""M11"":0.91,""M12"":0.8}"
