road_id,last_lidar_survey_date,lidar_source,point_density_pts_per_m2,lidar_quality_score,pothole_count,pothole_total_volume_m3,avg_pothole_depth_mm,max_pothole_depth_mm,pothole_areas_m2,avg_rut_depth_mm,max_rut_depth_mm,roughness_proxy,damaged_area_percent,scan_id,las_filename,potree_url
MA-SH50-SEG-0043,2025-10-27,mobile,124.2,40,65,5.2181,131,247,"[0.683, 0.93, 0.497, 0.186, 1.076, 0.245, 0.083, 0.214, 0.853, 1.163, 0.844, 0.325, 0.125, 1.021, 0.399, 0.51, 1.143, 0.288, 0.433, 0.776, 1.02, 0.379, 0.894, 0.055, 0.164, 1.025, 0.166, 0.091, 0.435, 0.504, 0.386, 0.225, 0.424, 0.908, 1.145, 1.015, 0.685, 0.297, 1.175, 0.085, 0.935, 0.734, 0.705, 0.435, 0.594, 0.756, 0.777, 1.026, 0.887, 0.902, 0.617, 1.002, 0.476, 0.174, 0.988, 0.167, 0.058, 1.083, 0.523, 0.22, 0.403, 0.81, 0.66, 0.925, 1.096]",9.6,11.6,2.67,0.024,856196eb-1964-4c00-b5a5-a2bc5670b9ac,856196eb-1964-4c00-b5a5-a2bc5670b9ac.laz,https://potree.example.com/viewer/856196eb-1964-4c00-b5a5-a2bc5670b9ac
MA-SH50-SEG-0044,2025-10-18,mobile,220.3,56,15,1.3978,152.6,246,"[0.521, 1.003, 1.169, 1.046, 0.991, 0.364, 0.144, 0.577, 0.829, 0.316, 1.123, 0.271, 0.261, 1.047, 0.405]",11.8,12.4,2.88,0.0101,3f4b5154-8d08-4fe4-a391-70b3791a611f,3f4b5154-8d08-4fe4-a391-70b3791a611f.laz,https://potree.example.com/viewer/3f4b5154-8d08-4fe4-a391-70b3791a611f
MA-SH60-SEG-0045,2025-05-27,phone,6.7,40,12,0.942,124.8,206,"[0.919, 0.064, 0.657, 0.435, 0.748, 0.234, 0.324, 0.515, 0.91, 0.397, 1.168, 1.012]",2.6,3.1,1.96,0.006,0c75a904-950d-46d4-8690-7947e05f13be,0c75a904-950d-46d4-8690-7947e05f13be.laz,https://potree.example.com/viewer/0c75a904-950d-46d4-8690-7947e05f13be
MA-NH160-SEG-0046,2026-01-25,drone,618.8,99,50,4.2071,132,242,"[1.115, 0.27, 0.364, 0.157, 0.633, 0.086, 0.748, 0.97, 1.007, 0.794, 0.358, 0.658, 0.765, 0.482, 0.798, 0.744, 0.084, 0.594, 0.862, 0.802, 0.374, 1.193, 0.901, 0.644, 1.115, 0.689, 0.58, 0.075, 0.277, 0.239, 0.274, 1.179, 0.239, 0.345, 0.16, 0.409, 1.173, 1.096, 0.755, 1.171, 0.43, 0.105, 0.97, 0.32, 0.051, 0.341, 0.222, 0.788, 1.058, 0.787]",8,12.6,1.92,0.0121,d6ae748c-d760-4082-817e-4c465ef7f5af,d6ae748c-d760-4082-817e-4c465ef7f5af.laz,https://potree.example.com/viewer/d6ae748c-d760-4082-817e-4c465ef7f5af
MA-NH60-SEG-0047,2025-03-07,drone,327.1,77,20,1.6373,121.2,240,"[0.231, 0.515, 0.829, 0.416, 0.575, 0.988, 1.115, 1.172, 0.414, 0.248, 0.625, 0.29, 0.806, 0.578, 0.514, 0.644, 0.491, 1.126, 0.161, 0.867]",7.6,9.6,2.54,0.0117,529908d3-be67-4c2a-85bd-9865ed871565,529908d3-be67-4c2a-85bd-9865ed871565.laz,https://potree.example.com/viewer/529908d3-be67-4c2a-85bd-9865ed871565
MA-NH160-SEG-0048,2026-01-12,phone,9.9,40,6,0.4413,114,231,"[0.461, 0.158, 0.446, 0.837, 0.835, 0.688]",1.2,1.3,1,0.0016,e07b26ae-8f89-472f-866f-7ddfb8a7bbd6,e07b26ae-8f89-472f-866f-7ddfb8a7bbd6.laz,https://potree.example.com/viewer/e07b26ae-8f89-472f-866f-7ddfb8a7bbd6
MA-NH65-SEG-0049,2025-11-10,mobile,210.6,43,72,6.1872,135.4,249,"[0.523, 0.251, 1.184, 1.035, 0.246, 0.163, 0.094, 0.809, 0.941, 1.011, 0.38, 0.721, 0.439, 0.908, 1.182, 1.076, 0.533, 0.676, 0.882, 0.934, 0.903, 0.96, 0.91, 0.704, 0.064, 0.879, 0.184, 0.425, 1.117, 0.672, 0.796, 1.139, 0.77, 0.915, 0.413, 0.492, 1.013, 0.903, 0.145, 0.659, 0.308, 0.127, 0.656, 0.663, 0.987, 0.724, 0.944, 0.164, 0.671, 0.941, 0.941, 1.12, 0.281, 0.855, 0.106, 0.559, 0.719, 0.84, 0.71, 0.643, 0.249, 0.76, 0.252, 0.77, 1.009, 0.416, 0.097, 1.129, 0.086, 0.355, 0.754, 0.609]",14.7,23.6,2.74,0.0291,18688e37-23ec-464e-b805-b2a85185a822,18688e37-23ec-464e-b805-b2a85185a822.laz,https://potree.example.com/viewer/18688e37-23ec-464e-b805-b2a85185a822
MA-NH48-SEG-0050,2025-04-01,mobile,223.7,65,14,0.7538,113.5,223,"[1.012, 0.538, 0.676, 0.562, 0.171, 0.259, 0.17, 0.809, 0.399, 0.347, 0.633, 0.993, 0.158, 1.035]",5.8,10.1,2.42,0.004,87932998-e102-4759-9534-3b28e337b2be,87932998-e102-4759-9534-3b28e337b2be.laz,https://potree.example.com/viewer/87932998-e102-4759-9534-3b28e337b2be
MA-SH50-SEG-0051,2026-01-18,mobile,278.9,59,14,0.7751,106.2,232,"[0.855, 0.897, 0.144, 0.939, 1.043, 0.713, 0.065, 0.178, 0.864, 1.161, 0.849, 0.811, 0.058, 0.253]",3.5,5.6,2.14,0.0045,f1946ac9-7aac-4f2e-b1ef-58fc1ab46f4a,f1946ac9-7aac-4f2e-b1ef-58fc1ab46f4a.laz,https://potree.example.com/viewer/f1946ac9-7aac-4f2e-b1ef-58fc1ab46f4a
MA-NH65-SEG-0052,2025-06-13,drone,654.6,100,38,2.9931,134.1,249,"[0.704, 0.086, 0.346, 0.965, 0.64, 1.173, 0.962, 0.772, 0.337, 0.521, 0.485, 1.005, 0.541, 1.005, 0.379, 0.565, 1.101, 0.962, 0.335, 0.432, 0.732, 0.183, 0.157, 0.997, 1.125, 0.069, 0.189, 0.647, 0.551, 0.652, 0.979, 0.668, 0.175, 0.363, 0.487, 1.125, 0.651, 0.53]",8.7,12,2.84,0.0151,e84003ab-96b9-458e-8e62-b8c51d1a24b4,e84003ab-96b9-458e-8e62-b8c51d1a24b4.laz,https://potree.example.com/viewer/e84003ab-96b9-458e-8e62-b8c51d1a24b4
MA-SH50-SEG-0053,2025-09-21,phone,18.3,40,7,0.5368,171.7,220,"[0.551, 0.286, 0.199, 0.62, 0.351, 0.3, 1.036]",2.5,3.2,2.26,0.0037,a86f95b8-d060-4acb-8c81-6175a7144d59,a86f95b8-d060-4acb-8c81-6175a7144d59.laz,https://potree.example.com/viewer/a86f95b8-d060-4acb-8c81-6175a7144d59
MA-NH60-SEG-0054,2025-04-08,mobile,269.5,63,18,1.4047,135.5,245,"[0.432, 0.6, 0.385, 0.832, 0.921, 0.781, 0.434, 0.739, 0.758, 0.722, 0.321, 0.331, 0.441, 0.71, 0.52, 0.12, 1.07, 1.15]",4.5,5.2,2.36,0.0139,75b2f428-dc9c-4896-b2cd-43ac5e3d86ac,75b2f428-dc9c-4896-b2cd-43ac5e3d86ac.laz,https://potree.example.com/viewer/75b2f428-dc9c-4896-b2cd-43ac5e3d86ac
MA-NH65-SEG-0055,2025-09-19,mobile,224.5,59,73,6.1765,121.4,246,"[0.475, 0.638, 0.114, 0.789, 0.424, 0.414, 0.203, 1.038, 0.63, 1.19, 0.728, 0.085, 0.376, 1.188, 0.264, 0.174, 1.147, 1.146, 0.942, 0.244, 0.782, 0.812, 0.287, 0.157, 0.976, 1.096, 0.889, 0.989, 1.103, 0.849, 0.335, 0.712, 1.138, 1.061, 1.147, 0.42, 1.058, 0.774, 0.724, 0.644, 1.151, 1.063, 0.289, 0.121, 0.893, 0.637, 1.043, 1.141, 0.295, 0.666, 0.092, 0.363, 1.02, 1.102, 0.573, 0.502, 0.417, 0.424, 0.865, 0.804, 0.801, 0.061, 1.035, 1.147, 0.169, 0.51, 0.772, 0.446, 0.522, 0.914, 0.852, 0.323, 1.119]",5.2,5.3,3.1,0.0227,a08492f8-f609-4d54-8b41-82b912dcd24f,a08492f8-f609-4d54-8b41-82b912dcd24f.laz,https://potree.example.com/viewer/a08492f8-f609-4d54-8b41-82b912dcd24f
MA-SH60-SEG-0056,2025-10-18,mobile,266.2,59,26,2.2597,141.5,248,"[0.643, 0.934, 0.95, 1.181, 0.529, 0.207, 0.261, 0.503, 0.495, 1.11, 0.094, 0.727, 0.244, 0.245, 0.275, 0.652, 1.051, 0.093, 1.153, 0.724, 0.406, 0.782, 0.82, 0.351, 0.857, 0.159]",3.3,3.4,2.47,0.011,57963e08-92e7-4190-9b9a-00c5a7d4c2c3,57963e08-92e7-4190-9b9a-00c5a7d4c2c3.laz,https://potree.example.com/viewer/57963e08-92e7-4190-9b9a-00c5a7d4c2c3
MA-NH60-SEG-0057,2025-09-03,drone,219.6,52,23,1.52,126,237,"[0.925, 0.392, 0.48, 1.048, 0.479, 0.445, 0.07, 0.301, 0.643, 0.066, 0.393, 0.657, 0.305, 0.106, 1.0, 0.38, 0.237, 0.624, 0.907, 0.879, 0.68, 1.131, 0.822]",8.4,12,2.8,0.0098,5f90f71e-9d32-4e3f-b721-fa3d81fc4823,5f90f71e-9d32-4e3f-b721-fa3d81fc4823.laz,https://potree.example.com/viewer/5f90f71e-9d32-4e3f-b721-fa3d81fc4823
MA-NH65-SEG-0058,2025-08-11,mobile,215.8,61,3,0.2312,167.3,195,"[0.834, 0.477, 0.096]",5.5,7.5,1.93,0.0016,bf8651e5-0ae5-4b88-8a9c-89bd202133a0,bf8651e5-0ae5-4b88-8a9c-89bd202133a0.laz,https://potree.example.com/viewer/bf8651e5-0ae5-4b88-8a9c-89bd202133a0
MA-NH160-SEG-0059,2025-11-01,mobile,109.3,40,21,1.3694,112,243,"[0.468, 0.737, 0.291, 0.185, 0.372, 1.179, 0.252, 0.243, 0.751, 0.178, 0.204, 0.987, 1.022, 0.086, 0.475, 0.784, 1.055, 0.307, 0.624, 1.08, 0.101]",5.1,6.6,2.06,0.0163,a9f6da17-56a9-4049-b710-7ec65d8e2df6,a9f6da17-56a9-4049-b710-7ec65d8e2df6.laz,https://potree.example.com/viewer/a9f6da17-56a9-4049-b710-7ec65d8e2df6
MA-NH60-SEG-0060,2025-07-13,mobile,116.5,40,46,3.539,140.3,248,"[0.387, 0.501, 0.981, 0.502, 0.738, 0.689, 1.151, 0.994, 0.356, 0.697, 0.346, 0.068, 0.067, 1.092, 0.503, 1.08, 0.099, 0.346, 0.191, 0.832, 0.06, 0.289, 1.115, 0.37, 0.134, 0.087, 0.13, 0.108, 0.46, 0.42, 0.578, 1.192, 1.096, 0.123, 0.215, 0.547, 0.931, 0.818, 0.273, 0.781, 0.269, 0.817, 1.183, 0.765, 0.695, 0.249]",12.1,16.6,3.53,0.0146,bd335da7-9053-42f3-8142-3abfea87ffa6,bd335da7-9053-42f3-8142-3abfea87ffa6.laz,https://potree.example.com/viewer/bd335da7-9053-42f3-8142-3abfea87ffa6
MA-NH60-SEG-0061,2026-02-14,phone,34,40,2,0.0435,175,241,"[0.054, 0.156]",5.7,7.3,2.35,0.0004,70af2c54-0120-48d7-af54-5c09ace20d02,70af2c54-0120-48d7-af54-5c09ace20d02.laz,https://potree.example.com/viewer/70af2c54-0120-48d7-af54-5c09ace20d02
MA-NH60-SEG-0062,2026-01-21,phone,8.5,40,38,2.8453,124.4,247,"[0.4, 0.706, 0.127, 1.111, 0.145, 0.717, 0.521, 0.723, 0.065, 1.097, 0.091, 0.623, 0.29, 0.821, 0.76, 0.769, 0.615, 0.279, 0.506, 0.479, 0.282, 0.165, 0.251, 0.75, 0.488, 0.793, 0.525, 0.285, 0.971, 1.059, 0.488, 1.199, 0.787, 0.377, 0.749, 0.051, 1.002, 1.013]",3.2,4,1.37,0.0113,72b3663d-0a21-49d4-a155-d525a569bb59,72b3663d-0a21-49d4-a155-d525a569bb59.laz,https://potree.example.com/viewer/72b3663d-0a21-49d4-a155-d525a569bb59
MA-NH48-SEG-0063,2025-04-08,drone,365.7,86,19,1.598,134.6,249,"[0.771, 0.739, 0.679, 0.359, 0.942, 0.369, 0.636, 0.799, 0.143, 0.876, 0.094, 0.377, 0.639, 1.132, 0.797, 0.523, 0.753, 0.455, 1.099]",15.1,19.6,2.99,0.0185,96500a04-dc2d-4cf2-8557-829e2dc789ba,96500a04-dc2d-4cf2-8557-829e2dc789ba.laz,https://potree.example.com/viewer/96500a04-dc2d-4cf2-8557-829e2dc789ba
MA-SH60-SEG-0064,2025-12-12,mobile,252.7,64,34,3.3788,149.7,247,"[0.678, 1.131, 0.202, 0.17, 0.595, 1.021, 0.924, 0.754, 0.526, 0.716, 0.642, 0.796, 0.823, 0.873, 0.85, 0.377, 0.332, 1.125, 0.332, 1.162, 0.068, 0.978, 0.527, 0.687, 0.764, 0.991, 0.999, 0.491, 0.562, 0.879, 0.277, 0.312, 0.24, 1.146]",10.9,15.7,3.48,0.0343,801d9ef4-6d18-4023-acf1-2538dcae402e,801d9ef4-6d18-4023-acf1-2538dcae402e.laz,https://potree.example.com/viewer/801d9ef4-6d18-4023-acf1-2538dcae402e
MA-NH65-SEG-0065,2025-10-29,mobile,162.2,40,5,0.5487,151,234,"[0.307, 0.729, 1.169, 0.222, 0.782]",5.9,8.3,2.83,0.0055,a8c19c1f-76f6-433a-9a8d-067a54c1417b,a8c19c1f-76f6-433a-9a8d-067a54c1417b.laz,https://potree.example.com/viewer/a8c19c1f-76f6-433a-9a8d-067a54c1417b
MA-NH160-SEG-0066,2025-12-09,mobile,247.6,71,10,0.7559,129.1,229,"[0.231, 0.147, 0.114, 0.587, 0.321, 0.624, 0.972, 1.055, 0.366, 0.952]",1.8,2.9,1.53,0.0038,2ae1d320-80bd-451c-bc56-f1eea398816e,2ae1d320-80bd-451c-bc56-f1eea398816e.laz,https://potree.example.com/viewer/2ae1d320-80bd-451c-bc56-f1eea398816e
MA-SH50-SEG-0067,2026-01-03,mobile,217.1,44,5,0.5496,157.4,208,"[0.338, 1.101, 0.424, 0.647, 1.168]",3.7,6,2.05,0.0023,8bd13cab-1898-46f6-b746-a6e5d9d31fb9,8bd13cab-1898-46f6-b746-a6e5d9d31fb9.laz,https://potree.example.com/viewer/8bd13cab-1898-46f6-b746-a6e5d9d31fb9
MA-NH48-SEG-0068,2025-04-01,mobile,228.7,56,13,1.0445,142.5,250,"[0.163, 1.032, 0.095, 1.165, 0.237, 0.115, 0.104, 0.265, 1.087, 0.336, 0.606, 0.791, 0.346]",2.4,3.3,1.97,0.0044,ce27db29-a9a0-45c0-95a2-bd90f285881f,ce27db29-a9a0-45c0-95a2-bd90f285881f.laz,https://potree.example.com/viewer/ce27db29-a9a0-45c0-95a2-bd90f285881f
MA-SH50-SEG-0069,2025-06-16,drone,645.2,93,85,7.2163,137.3,249,"[0.646, 0.47, 0.866, 0.963, 0.498, 0.516, 0.272, 0.408, 0.123, 1.017, 0.837, 1.085, 1.019, 0.145, 0.34, 0.647, 0.883, 0.724, 1.006, 0.69, 0.768, 0.187, 0.169, 0.142, 0.415, 0.285, 1.065, 1.102, 1.006, 0.984, 0.77, 0.95, 0.489, 0.054, 0.431, 0.244, 0.461, 1.18, 0.244, 0.12, 1.081, 0.285, 0.995, 0.572, 0.186, 0.693, 0.786, 0.338, 0.906, 1.197, 1.163, 0.562, 0.993, 0.087, 0.281, 0.564, 0.133, 0.785, 0.255, 0.613, 1.157, 0.551, 0.312, 0.107, 0.617, 0.751, 1.068, 0.673, 0.6, 0.848, 0.865, 0.778, 0.461, 0.096, 0.971, 0.279, 0.209, 0.352, 0.384, 0.103, 0.096, 0.657, 0.931, 0.709, 1.03]",9.4,10.9,2.38,0.0279,3b5e1fed-0501-49c9-ae16-a1124c5d9ab4,3b5e1fed-0501-49c9-ae16-a1124c5d9ab4.laz,https://potree.example.com/viewer/3b5e1fed-0501-49c9-ae16-a1124c5d9ab4
MA-NH60-SEG-0070,2025-05-23,mobile,253.5,64,19,1.2614,129.3,245,"[0.73, 0.503, 0.271, 0.812, 0.611, 0.113, 0.618, 0.086, 1.011, 0.558, 0.988, 0.426, 0.693, 0.55, 0.198, 1.028, 0.816, 0.701, 0.292]",14.3,25.1,2.54,0.0092,0032f8a7-d124-449b-ac99-3500003c8e1c,0032f8a7-d124-449b-ac99-3500003c8e1c.laz,https://potree.example.com/viewer/0032f8a7-d124-449b-ac99-3500003c8e1c
MA-SH50-SEG-0071,2026-02-12,mobile,255.1,73,61,4.2818,126.8,236,"[0.696, 0.497, 0.351, 0.32, 0.09, 0.199, 0.859, 0.604, 1.138, 0.734, 1.1, 0.793, 0.388, 1.026, 0.911, 0.322, 0.794, 0.249, 0.687, 0.342, 0.562, 0.315, 0.738, 0.224, 0.407, 0.312, 0.664, 0.963, 0.603, 0.586, 0.42, 0.223, 1.032, 1.065, 1.045, 0.793, 0.258, 0.233, 0.081, 0.726, 0.501, 0.165, 0.102, 0.273, 0.178, 0.353, 0.99, 1.021, 0.362, 0.404, 0.904, 1.142, 0.228, 0.384, 0.726, 0.181, 0.155, 0.98, 0.17, 0.155, 1.104]",6,9.2,2.83,0.0209,e27f6b6e-e115-4162-be10-b985d3243e52,e27f6b6e-e115-4162-be10-b985d3243e52.laz,https://potree.example.com/viewer/e27f6b6e-e115-4162-be10-b985d3243e52
MA-NH160-SEG-0072,2025-03-25,mobile,173.9,40,82,7.136,139.7,249,"[0.091, 0.111, 0.77, 0.683, 0.876, 0.863, 1.012, 0.53, 0.132, 0.843, 0.366, 0.105, 0.587, 1.038, 0.848, 0.683, 0.13, 0.728, 0.377, 1.117, 0.742, 0.556, 1.035, 0.158, 0.811, 0.607, 1.112, 0.412, 0.711, 1.183, 1.017, 0.107, 0.379, 0.174, 1.068, 0.071, 0.705, 1.161, 0.119, 0.366, 0.25, 0.271, 1.113, 0.308, 0.128, 0.134, 0.068, 0.968, 0.715, 0.162, 0.889, 1.005, 1.025, 0.876, 0.08, 0.243, 1.188, 0.591, 0.198, 0.802, 1.162, 0.437, 0.752, 1.123, 0.374, 0.837, 1.094, 0.559, 0.951, 0.151, 0.518, 0.961, 0.374, 0.339, 0.277, 0.803, 0.537, 0.952, 0.842, 0.127, 1.005, 0.196]",9.7,16.2,3.07,0.0293,d8c4218a-0645-4846-b228-7a41e98ae9cc,d8c4218a-0645-4846-b228-7a41e98ae9cc.laz,https://potree.example.com/viewer/d8c4218a-0645-4846-b228-7a41e98ae9cc
MA-NH48-SEG-0073,2025-03-26,drone,408.8,100,8,0.6164,116.6,246,"[0.794, 0.488, 0.944, 0.504, 0.427, 0.507, 0.949, 0.533]",4.7,8.4,1.62,0.0047,c2748ae2-3595-4723-a868-61efb9e0c0b9,c2748ae2-3595-4723-a868-61efb9e0c0b9.laz,https://potree.example.com/viewer/c2748ae2-3595-4723-a868-61efb9e0c0b9
MA-SH60-SEG-0074,2025-11-30,drone,228.8,67,44,3.5011,136.3,248,"[1.094, 0.071, 0.074, 0.217, 0.175, 0.335, 0.053, 1.036, 1.08, 1.036, 0.456, 0.984, 0.939, 0.242, 0.565, 0.194, 0.919, 0.231, 0.194, 0.068, 0.054, 0.785, 1.089, 0.315, 0.747, 0.353, 0.127, 0.68, 0.569, 0.271, 0.204, 0.624, 0.943, 0.053, 0.559, 0.817, 0.613, 0.217, 1.02, 0.1, 0.81, 0.94, 0.972, 0.062]",9.2,14,2.5,0.0122,291bd2b5-eff6-42ea-aaab-14a8a3b9a01f,291bd2b5-eff6-42ea-aaab-14a8a3b9a01f.laz,https://potree.example.com/viewer/291bd2b5-eff6-42ea-aaab-14a8a3b9a01f
MA-SH50-SEG-0075,2025-09-11,mobile,171.6,40,77,6.805,130.3,248,"[0.091, 0.079, 0.979, 1.058, 0.442, 0.942, 0.939, 0.5, 0.886, 0.218, 1.124, 1.092, 0.813, 0.267, 0.409, 0.624, 1.195, 0.411, 0.595, 1.089, 1.165, 0.847, 0.54, 0.256, 0.654, 1.094, 1.004, 0.756, 1.132, 0.192, 0.303, 0.804, 0.263, 1.091, 0.986, 0.174, 0.946, 0.768, 0.279, 1.197, 0.256, 0.089, 0.054, 1.199, 1.149, 1.032, 0.124, 0.626, 0.184, 0.503, 0.07, 0.635, 0.579, 0.65, 1.174, 1.129, 0.653, 0.38, 0.24, 1.117, 0.809, 0.584, 0.995, 0.55, 0.406, 0.902, 0.359, 1.153, 0.166, 0.122, 0.422, 1.07, 0.066, 0.134, 0.797, 1.121, 1.113]",6.6,10.7,2.89,0.0294,eade1a25-7c69-443d-9a52-bcb554264525,eade1a25-7c69-443d-9a52-bcb554264525.laz,https://potree.example.com/viewer/eade1a25-7c69-443d-9a52-bcb554264525
MA-NH160-SEG-0076,2025-10-03,mobile,209.9,58,16,1.4371,151.7,243,"[0.819, 0.625, 0.257, 0.94, 0.245, 0.671, 0.26, 0.474, 1.044, 0.54, 0.149, 0.757, 0.074, 0.501, 0.922, 1.021]",3.7,6.1,1.71,0.0074,f3fd6ebf-5917-4575-be27-c8bc6c6b31d2,f3fd6ebf-5917-4575-be27-c8bc6c6b31d2.laz,https://potree.example.com/viewer/f3fd6ebf-5917-4575-be27-c8bc6c6b31d2
MA-SH60-SEG-0077,2025-10-11,mobile,187.9,56,143,12.6406,135.2,250,"[0.596, 0.727, 0.819, 0.579, 0.172, 0.717, 0.986, 0.994, 0.816, 0.586, 0.108, 1.187, 0.218, 0.428, 0.867, 0.056, 0.999, 0.83, 0.92, 0.222, 1.043, 0.95, 0.106, 0.668, 0.281, 0.962, 1.018, 0.45, 0.365, 0.863, 0.896, 1.161, 0.965, 0.497, 0.835, 1.096, 0.064, 0.933, 0.557, 0.384, 0.094, 0.866, 0.843, 1.119, 0.757, 0.416, 0.145, 0.356, 0.305, 1.041, 1.137, 1.148, 0.162, 0.53, 0.751, 0.164, 0.176, 0.485, 0.629, 0.792, 1.062, 0.466, 0.436, 0.94, 1.09, 0.541, 0.674, 0.458, 0.113, 0.691, 0.955, 0.156, 1.116, 1.128, 1.197, 0.479, 0.675, 0.097, 0.286, 0.14, 0.36, 0.112, 1.053, 1.155, 0.427, 0.466, 0.547, 0.687, 0.661, 0.145, 0.756, 1.079, 1.04, 0.931, 0.885, 0.61, 1.167, 0.457, 0.661, 0.808, 0.63, 0.825, 1.112, 0.885, 0.734, 1.071, 0.57, 0.174, 0.969, 1.116, 0.715, 0.568, 0.107, 1.155, 0.127, 0.715, 0.972, 0.498, 0.41, 0.275, 1.064, 0.237, 1.002, 0.439, 0.427, 0.27, 0.963, 0.981, 0.653, 1.081, 0.241, 0.222, 0.855, 0.363, 0.706, 0.886, 0.129, 0.2, 0.691, 0.883, 0.547, 0.8, 0.419]",11.9,12.2,3.06,0.0398,256dbbe0-4d59-4e40-9b28-d8c2b2d3c7c7,256dbbe0-4d59-4e40-9b28-d8c2b2d3c7c7.laz,https://potree.example.com/viewer/256dbbe0-4d59-4e40-9b28-d8c2b2d3c7c7
MA-NH160-SEG-0078,2025-08-23,drone,665.4,100,42,3.3947,130,249,"[1.193, 0.931, 0.373, 0.106, 0.146, 1.139, 0.682, 0.613, 1.091, 0.684, 0.557, 0.919, 0.818, 1.163, 0.456, 0.855, 0.546, 0.426, 0.289, 0.151, 0.179, 1.029, 0.978, 0.476, 0.178, 0.459, 1.013, 0.356, 1.051, 0.939, 0.916, 0.263, 1.026, 0.757, 0.305, 0.608, 0.246, 0.853, 0.877, 0.367, 0.464, 1.189]",15.8,17.1,3.58,0.012,ff2af2f4-8fde-45df-8cd3-39a4d21b4a00,ff2af2f4-8fde-45df-8cd3-39a4d21b4a00.laz,https://potree.example.com/viewer/ff2af2f4-8fde-45df-8cd3-39a4d21b4a00
MA-NH60-SEG-0079,2025-11-05,mobile,165.7,40,42,3.5413,123.1,239,"[0.529, 0.675, 0.695, 0.395, 0.665, 0.924, 0.757, 1.164, 0.579, 0.333, 0.794, 0.247, 0.932, 0.942, 0.36, 0.311, 1.061, 0.994, 0.853, 0.794, 1.17, 0.292, 1.152, 0.398, 0.69, 1.034, 0.166, 1.145, 0.651, 0.398, 0.765, 0.299, 0.937, 1.003, 0.6, 0.521, 0.728, 0.211, 0.154, 0.918, 1.095, 0.326]",14.2,15.7,3.11,0.0176,0a29f9c6-05a7-4e6d-bb02-fa6ec8d669bb,0a29f9c6-05a7-4e6d-bb02-fa6ec8d669bb.laz,https://potree.example.com/viewer/0a29f9c6-05a7-4e6d-bb02-fa6ec8d669bb
MA-NH48-SEG-0080,2025-09-07,phone,24.6,40,18,1.3827,125.3,232,"[1.177, 0.622, 0.066, 0.111, 0.411, 0.961, 0.735, 1.127, 0.741, 0.491, 0.644, 0.985, 0.237, 0.144, 0.524, 0.776, 0.934, 0.811]",9.4,11.1,3.14,0.0157,3f89ec6e-abe5-4c20-b2aa-83d1b86e3f88,3f89ec6e-abe5-4c20-b2aa-83d1b86e3f88.laz,https://potree.example.com/viewer/3f89ec6e-abe5-4c20-b2aa-83d1b86e3f88
MA-NH65-SEG-0081,2025-05-31,phone,35.9,40,9,0.4472,88.6,229,"[0.171, 0.156, 1.019, 0.534, 1.006, 0.387, 0.495, 1.082, 0.619]",4.9,5.8,1.71,0.0042,736c5250-111a-4bee-be90-ef3da44b5175,736c5250-111a-4bee-be90-ef3da44b5175.laz,https://potree.example.com/viewer/736c5250-111a-4bee-be90-ef3da44b5175
MA-NH48-SEG-0082,2025-08-30,drone,473.9,100,21,1.754,125.1,241,"[1.005, 0.34, 1.07, 1.024, 0.747, 0.341, 1.012, 0.743, 1.082, 1.183, 1.117, 1.086, 0.461, 0.416, 1.035, 0.223, 0.324, 0.469, 0.097, 0.78, 0.2]",17.2,28.2,3.23,0.0224,ad7db64a-2f2b-4838-a7e6-4029bcd2a3b3,ad7db64a-2f2b-4838-a7e6-4029bcd2a3b3.laz,https://potree.example.com/viewer/ad7db64a-2f2b-4838-a7e6-4029bcd2a3b3
MA-NH60-SEG-0083,2025-10-01,mobile,141.5,40,14,0.9893,94.9,242,"[0.34, 1.061, 0.526, 0.744, 0.985, 0.981, 0.49, 0.321, 0.313, 1.061, 1.199, 0.203, 0.73, 0.184]",11.9,18.5,2.21,0.0169,612d6607-8421-4e68-8e10-28f8d438be9c,612d6607-8421-4e68-8e10-28f8d438be9c.laz,https://potree.example.com/viewer/612d6607-8421-4e68-8e10-28f8d438be9c
MA-NH65-SEG-0084,2025-07-03,phone,16,40,15,1.5489,140.9,243,"[0.502, 1.002, 0.887, 0.974, 0.283, 0.571, 0.051, 0.573, 1.083, 0.757, 0.778, 0.936, 0.661, 1.15, 0.802]",4.9,8.1,2.49,0.0092,8d55d126-296f-48d9-b3c4-4addb3c68815,8d55d126-296f-48d9-b3c4-4addb3c68815.laz,https://potree.example.com/viewer/8d55d126-296f-48d9-b3c4-4addb3c68815
MA-NH60-SEG-0085,2025-05-05,mobile,111.5,40,5,0.4547,120.4,187,"[0.077, 0.43, 1.07, 0.545, 0.887]",5,6.1,1.36,0.0018,c56464e8-50f1-430e-899a-5ad0492401d0,c56464e8-50f1-430e-899a-5ad0492401d0.laz,https://potree.example.com/viewer/c56464e8-50f1-430e-899a-5ad0492401d0
MA-NH160-SEG-0086,2025-12-30,phone,29.2,40,3,0.2623,108,207,"[0.778, 0.894, 0.801]",2.6,4.5,2.26,0.002,01ea2f92-7abb-4e49-937d-7ba6921a8eb4,01ea2f92-7abb-4e49-937d-7ba6921a8eb4.laz,https://potree.example.com/viewer/01ea2f92-7abb-4e49-937d-7ba6921a8eb4
