geojson_id,highway_ref,segment_number,condition,start_lat,start_lon,end_lat,end_lon,highway_type,oneway,lanes,maxspeed,road_id,name,segment_start_km,segment_end_km,jurisdiction,category,length_km,lane_count,surface_type,year_constructed,last_major_rehab_year,status,state,district,taluka,region_type,terrain_type,slope_category,monsoon_rainfall_category,landslide_prone,flood_prone,ghat_section_flag,tourism_route_flag,elevation_m,avg_daily_traffic,truck_percentage,peak_hour_traffic,traffic_weight,seasonal_variation
way/30814226,NH48,49,average,19.1556464,73.0327833,19.1498666,73.0375138,trunk,yes,2,N/A,MA-NH48-SEG-0307,NH48 Segment 307,45.0,54.0,State PWD,National,9.0,6,earthen,2015,2013.0,under_construction,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,False,False,False,True,19.0,3704,38.0,363,0.5,"{""M1"":0.98,""M2"":0.99,""M3"":0.99,""M4"":0.99,""M5"":1.07,""M6"":0.83,""M7"":1.12,""M8"":1.03,""M9"":0.9,""M10"":0.83,""M11"":0.84,""M12"":1.04}"
way/31137167,NH48,50,average,18.4055349,73.8473108,18.4221215,73.8457063,trunk,yes,3,80,MA-NH48-SEG-0314,NH48 Segment 314,195.3,213.4,NHAI,Urban,18.1,4,earthen,2021,2011.0,active,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,True,False,True,False,890.3,6079,30.2,566,1.0,"{""M1"":0.92,""M2"":0.96,""M3"":1.05,""M4"":1.08,""M5"":0.83,""M6"":0.92,""M7"":1.08,""M8"":1.03,""M9"":0.81,""M10"":0.87,""M11"":0.81,""M12"":0.88}"
way/31347047,NH48,51,very_bad,20.076928,72.9142106,20.0906334,72.9125304,trunk,yes,N/A,N/A,MA-NH48-SEG-0329,NH48 Segment 329,90.0,100.8,PMGSY,National,10.8,2,concrete,2003,,active,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,False,False,False,True,371.0,3592,39.7,384,0.5,"{""M1"":0.93,""M2"":1.05,""M3"":0.87,""M4"":1.11,""M5"":1.18,""M6"":1.08,""M7"":1.1,""M8"":0.84,""M9"":0.95,""M10"":1.13,""M11"":1.01,""M12"":1.1}"
way/31347225,NH48,52,average,19.7860184,72.912414,19.8518887,72.9478096,trunk,yes,N/A,N/A,MA-NH48-SEG-0330,NH48 Segment 330,165.4,177.0,Municipality,State,11.6,2,concrete,2017,2009.0,under_construction,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,False,True,False,False,48.9,7963,26.0,882,1.0,"{""M1"":0.86,""M2"":1.16,""M3"":0.91,""M4"":0.98,""M5"":1.15,""M6"":0.94,""M7"":0.92,""M8"":0.86,""M9"":1.15,""M10"":1.1,""M11"":1.01,""M12"":0.93}"
way/42677714,NH48,53,good,18.9580479,73.1544031,18.9571931,73.1576739,trunk,yes,2,N/A,MA-NH48-SEG-0332,NH48 Segment 332,194.7,209.1,State PWD,Inter-State,14.4,6,gravel,2013,,active,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,True,False,True,True,875.7,10022,26.2,853,1.5,"{""M1"":1.02,""M2"":1.12,""M3"":1.14,""M4"":0.85,""M5"":1.1,""M6"":0.82,""M7"":1.09,""M8"":1.16,""M9"":0.86,""M10"":1.07,""M11"":1.16,""M12"":0.84}"
way/42677715,NH48,54,very_bad,18.9667935,73.1375883,18.9580479,73.1544031,trunk,yes,2,N/A,MA-NH48-SEG-0333,NH48 Segment 333,42.0,60.8,State PWD,Urban,18.8,4,bitumen,2012,,under_construction,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,False,False,False,True,505.6,7133,28.5,479,1.0,"{""M1"":0.93,""M2"":1.0,""M3"":1.07,""M4"":1.19,""M5"":0.8,""M6"":0.98,""M7"":0.95,""M8"":0.84,""M9"":1.03,""M10"":1.08,""M11"":1.07,""M12"":1.15}"
way/45095893,NH48,55,average,18.9777319,73.1166473,18.9768027,73.1170498,trunk,yes,2,N/A,MA-NH48-SEG-0335,NH48 Segment 335,1.9,7.4,NHAI,National,5.5,2,concrete,2015,2016.0,active,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,False,False,False,False,66.5,3491,38.9,308,0.5,"{""M1"":1.06,""M2"":0.98,""M3"":1.01,""M4"":1.16,""M5"":0.94,""M6"":1.06,""M7"":0.9,""M8"":0.91,""M9"":1.07,""M10"":1.14,""M11"":0.82,""M12"":0.85}"
way/46166712,NH48,56,very_bad,19.1308757,72.8553108,19.1254824,72.8562837,trunk,yes,N/A,N/A,MA-NH48-SEG-0347,NH48 Segment 347,55.3,76.6,PMGSY,State,21.3,4,earthen,2019,,active,Maharashtra,Kolhapur,Radhanagari,ghat,steep,steep,high,True,False,True,False,926.1,5104,19.0,486,1.0,"{""M1"":0.98,""M2"":1.11,""M3"":1.07,""M4"":0.99,""M5"":1.13,""M6"":1.04,""M7"":1.0,""M8"":0.93,""M9"":0.91,""M10"":1.11,""M11"":0.92,""M12"":0.9}"
way/48594216,NH48,57,good,19.2940017,72.9056093,19.2920934,72.9055091,trunk,yes,N/A,N/A,MA-NH48-SEG-0355,NH48 Segment 355,195.4,204.1,PMGSY,State,8.7,2,concrete,2015,2022.0,active,Maharashtra,Kolhapur,Radhanagari,ghat,steep,steep,high,True,False,True,False,863.1,4815,43.0,305,0.5,"{""M1"":1.17,""M2"":0.92,""M3"":1.01,""M4"":0.82,""M5"":0.85,""M6"":1.11,""M7"":1.12,""M8"":0.97,""M9"":0.91,""M10"":0.91,""M11"":1.02,""M12"":1.11}"
way/48594217,NH48,58,average,19.2920934,72.9055091,19.287028,72.9050241,trunk,yes,N/A,N/A,MA-NH48-SEG-0358,NH48 Segment 358,173.1,192.9,State PWD,Inter-State,19.8,6,bitumen,2007,,under_construction,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,False,False,False,False,372.2,6929,20.5,704,1.0,"{""M1"":0.91,""M2"":0.96,""M3"":1.05,""M4"":0.98,""M5"":1.16,""M6"":1.12,""M7"":0.96,""M8"":1.0,""M9"":1.09,""M10"":1.19,""M11"":1.02,""M12"":1.01}"
way/48594241,NH48,59,good,19.2565176,72.8709668,19.2557083,72.8704033,trunk,yes,N/A,N/A,MA-NH48-SEG-0370,NH48 Segment 370,20.3,36.3,State PWD,Urban,16.0,4,concrete,2014,2018.0,active,Maharashtra,Sindhudurg,Malvan,coastal,hilly,moderate,high,False,True,False,False,56.8,7361,29.9,685,1.0,"{""M1"":1.04,""M2"":1.03,""M3"":0.89,""M4"":1.06,""M5"":1.18,""M6"":0.98,""M7"":1.2,""M8"":1.15,""M9"":1.15,""M10"":1.13,""M11"":0.82,""M12"":1.13}"
way/49511471,NH48,60,very_bad,19.3462406,72.891783,19.347111,72.8921182,trunk,yes,N/A,N/A,MA-NH48-SEG-0379,NH48 Segment 379,168.4,186.9,PMGSY,Inter-State,18.5,4,earthen,2006,,active,Maharashtra,Satara,Patan,ghat,steep,steep,high,True,False,True,False,691.8,9345,29.4,750,1.0,"{""M1"":1.1,""M2"":1.19,""M3"":1.04,""M4"":1.12,""M5"":0.89,""M6"":1.14,""M7"":0.83,""M8"":0.92,""M9"":1.02,""M10"":0.86,""M11"":0.84,""M12"":1.12}"
way/49602767,NH48,61,average,19.2023011,73.020819,19.1975476,73.0227893,trunk,yes,2,N/A,MA-NH48-SEG-0380,NH48 Segment 380,174.4,189.4,PMGSY,Urban,15.0,2,concrete,2004,2023.0,under_construction,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,True,False,True,False,890.1,9892,29.8,1000,1.0,"{""M1"":0.88,""M2"":0.97,""M3"":0.87,""M4"":0.96,""M5"":1.04,""M6"":1.02,""M7"":1.09,""M8"":1.08,""M9"":1.17,""M10"":1.05,""M11"":0.93,""M12"":0.82}"
way/50882077,NH48,62,very_bad,19.2935319,72.9055883,19.2921316,72.9052533,trunk,yes,N/A,N/A,MA-NH48-SEG-0395,NH48 Segment 395,116.3,134.1,PMGSY,Inter-State,17.8,6,earthen,2009,,under_construction,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,False,True,False,True,102.9,13086,44.9,1167,1.5,"{""M1"":1.19,""M2"":0.86,""M3"":1.18,""M4"":1.08,""M5"":1.16,""M6"":0.96,""M7"":0.85,""M8"":1.02,""M9"":0.88,""M10"":0.83,""M11"":1.02,""M12"":0.92}"
way/50882078,NH48,63,very_bad,19.2779422,72.8904744,19.28494,72.9011016,trunk,yes,N/A,N/A,MA-NH48-SEG-0407,NH48 Segment 407,145.5,164.4,State PWD,State,18.9,2,earthen,2018,,under_construction,Maharashtra,Satara,Patan,ghat,steep,steep,high,True,False,True,True,863.3,6856,31.1,622,1.0,"{""M1"":1.13,""M2"":0.93,""M3"":0.85,""M4"":0.85,""M5"":0.92,""M6"":1.11,""M7"":1.06,""M8"":0.97,""M9"":0.99,""M10"":1.09,""M11"":0.81,""M12"":1.13}"
way/50883868,NH48,64,average,19.2921316,72.9052533,19.2870103,72.9047823,trunk,yes,N/A,N/A,MA-NH48-SEG-0410,NH48 Segment 410,180.5,196.9,Municipality,National,16.4,4,gravel,2017,,under_construction,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,True,False,True,False,805.6,11114,10.9,851,1.5,"{""M1"":0.96,""M2"":0.91,""M3"":1.16,""M4"":0.82,""M5"":1.11,""M6"":1.08,""M7"":1.15,""M8"":1.05,""M9"":0.88,""M10"":1.03,""M11"":0.98,""M12"":1.03}"
way/51349510,NH48,65,very_bad,18.4626303,73.8200282,18.4646847,73.8182143,trunk,yes,3,80,MA-NH48-SEG-0411,NH48 Segment 411,35.3,40.9,PMGSY,State,5.6,2,concrete,2018,2014.0,active,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,False,False,False,False,284.7,7240,24.7,686,1.0,"{""M1"":1.17,""M2"":0.83,""M3"":0.9,""M4"":1.18,""M5"":1.13,""M6"":0.87,""M7"":1.13,""M8"":0.87,""M9"":1.16,""M10"":1.11,""M11"":0.9,""M12"":1.15}"
way/51349511,NH48,66,good,18.3944725,73.8524362,18.4055349,73.8473108,trunk,yes,2,70,MA-NH48-SEG-0415,NH48 Segment 415,150.3,164.0,State PWD,Inter-State,13.7,4,concrete,2015,2009.0,active,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,False,False,False,True,313.2,19638,18.2,2223,1.5,"{""M1"":1.02,""M2"":0.93,""M3"":1.0,""M4"":1.12,""M5"":0.94,""M6"":1.12,""M7"":1.07,""M8"":1.01,""M9"":1.07,""M10"":0.88,""M11"":0.82,""M12"":0.8}"
way/51350966,NH48,67,very_bad,18.0446262,74.0157181,18.0266308,74.0227757,trunk,yes,2,40,MA-NH48-SEG-0416,NH48 Segment 416,102.1,127.0,Municipality,Inter-State,24.9,2,earthen,2018,,active,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,False,True,False,False,148.5,5721,39.0,505,1.0,"{""M1"":0.81,""M2"":1.16,""M3"":1.17,""M4"":0.88,""M5"":1.04,""M6"":0.88,""M7"":1.16,""M8"":1.07,""M9"":1.1,""M10"":0.82,""M11"":0.81,""M12"":1.14}"
way/51350967,NH48,68,good,18.011513,74.0016497,18.0165388,74.0082959,trunk,yes,2,60,MA-NH48-SEG-0423,NH48 Segment 423,90.2,99.6,PMGSY,National,9.4,2,bitumen,2008,,under_construction,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,False,False,False,True,323.9,6902,42.9,437,1.0,"{""M1"":1.19,""M2"":1.17,""M3"":1.14,""M4"":1.2,""M5"":1.16,""M6"":0.84,""M7"":1.17,""M8"":1.16,""M9"":1.09,""M10"":1.18,""M11"":0.96,""M12"":0.98}"
way/51350968,NH48,69,good,18.0275889,74.0111287,18.0435596,74.015689,trunk,yes,2,60,MA-NH48-SEG-0424,NH48 Segment 424,32.2,54.4,Municipality,Urban,22.2,2,gravel,2011,2010.0,under_construction,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,False,False,False,False,68.8,6187,41.6,494,1.0,"{""M1"":1.13,""M2"":0.95,""M3"":1.18,""M4"":0.94,""M5"":1.02,""M6"":0.85,""M7"":0.9,""M8"":0.9,""M9"":0.88,""M10"":1.01,""M11"":1.03,""M12"":0.88}"
way/52514696,NH48,70,very_bad,19.1533435,72.9561316,19.1520196,72.9552323,trunk,yes,2,N/A,MA-NH48-SEG-0434,NH48 Segment 434,196.6,206.3,Municipality,Inter-State,9.7,2,bitumen,2000,2010.0,under_construction,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,True,False,True,True,1001.8,9477,43.5,617,1.0,"{""M1"":0.91,""M2"":0.96,""M3"":1.17,""M4"":0.99,""M5"":1.07,""M6"":1.12,""M7"":0.85,""M8"":0.89,""M9"":0.84,""M10"":0.87,""M11"":1.03,""M12"":1.14}"
way/52514701,NH48,71,good,19.1213511,72.9374154,19.1268455,72.9397144,trunk,yes,3,N/A,MA-NH48-SEG-0438,NH48 Segment 438,74.7,83.0,PMGSY,Inter-State,8.3,6,gravel,2010,2023.0,under_construction,Maharashtra,Kolhapur,Radhanagari,ghat,steep,steep,high,True,False,True,True,769.3,10362,15.0,1239,1.5,"{""M1"":1.12,""M2"":1.16,""M3"":1.07,""M4"":1.17,""M5"":1.01,""M6"":0.83,""M7"":1.1,""M8"":0.97,""M9"":1.03,""M10"":0.86,""M11"":1.17,""M12"":1.04}"
way/52875674,NH48,72,average,18.5697025,73.7654745,18.5863171,73.7592505,trunk,yes,3,80,MA-NH48-SEG-0444,NH48 Segment 444,129.0,147.1,NHAI,National,18.1,4,earthen,2007,,active,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,False,False,False,True,80.6,19745,31.4,2192,1.5,"{""M1"":0.89,""M2"":0.88,""M3"":1.12,""M4"":1.12,""M5"":0.92,""M6"":1.19,""M7"":1.08,""M8"":0.91,""M9"":0.95,""M10"":1.02,""M11"":1.12,""M12"":0.83}"
way/52875676,NH48,73,good,18.5688355,73.7658017,18.5697025,73.7654745,trunk,yes,3,80,MA-NH48-SEG-0448,NH48 Segment 448,75.1,84.0,State PWD,State,8.9,2,gravel,2011,2010.0,under_construction,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,False,False,False,False,351.8,5065,33.7,366,1.0,"{""M1"":0.82,""M2"":1.01,""M3"":1.09,""M4"":0.95,""M5"":1.1,""M6"":0.8,""M7"":1.13,""M8"":1.02,""M9"":1.0,""M10"":0.81,""M11"":1.02,""M12"":0.92}"
way/52875679,NH48,74,good,18.5697445,73.7655995,18.5688775,73.7659268,trunk,yes,3,80,MA-NH48-SEG-0459,NH48 Segment 459,161.2,169.3,NHAI,National,8.1,2,bitumen,2017,,under_construction,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,False,False,False,False,389.1,22844,23.0,1415,2.0,"{""M1"":0.93,""M2"":1.05,""M3"":1.04,""M4"":1.08,""M5"":0.96,""M6"":1.19,""M7"":1.09,""M8"":0.89,""M9"":1.04,""M10"":1.03,""M11"":1.04,""M12"":0.84}"
way/55446756,NH48,75,good,19.0475389,73.1023747,19.0573268,73.0976513,trunk,yes,2,N/A,MA-NH48-SEG-0461,NH48 Segment 461,49.7,61.4,Municipality,National,11.7,6,concrete,1999,,active,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,True,False,True,False,792.9,7902,26.6,601,1.0,"{""M1"":1.11,""M2"":0.85,""M3"":0.81,""M4"":1.02,""M5"":0.83,""M6"":0.98,""M7"":0.87,""M8"":1.05,""M9"":0.88,""M10"":1.07,""M11"":0.85,""M12"":1.1}"
way/55446757,NH48,76,average,19.0657609,73.0930218,19.0665992,73.0924608,trunk,yes,2,N/A,MA-NH48-SEG-0462,NH48 Segment 462,94.5,114.8,State PWD,National,20.3,2,earthen,2021,,active,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,True,False,True,False,1057.0,8536,28.3,821,1.0,"{""M1"":1.17,""M2"":0.9,""M3"":0.81,""M4"":0.99,""M5"":0.99,""M6"":1.16,""M7"":0.92,""M8"":1.09,""M9"":1.09,""M10"":0.86,""M11"":1.1,""M12"":1.0}"
way/55450397,NH48,77,average,19.0342701,73.1051857,19.0338163,73.1052399,trunk,yes,N/A,N/A,MA-NH48-SEG-0489,NH48 Segment 489,10.5,35.2,NHAI,National,24.7,2,bitumen,2011,2013.0,under_construction,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,True,False,True,False,679.6,5263,25.5,614,1.0,"{""M1"":1.18,""M2"":1.14,""M3"":0.91,""M4"":0.99,""M5"":1.16,""M6"":1.07,""M7"":0.82,""M8"":1.04,""M9"":1.18,""M10"":0.85,""M11"":0.91,""M12"":0.81}"
way/55450398,NH48,78,average,19.0338163,73.1052399,19.0213862,73.1063185,trunk,yes,N/A,N/A,MA-NH48-SEG-0493,NH48 Segment 493,120.6,136.7,PMGSY,Urban,16.1,4,gravel,2006,,under_construction,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,False,False,False,True,306.4,7302,24.1,747,1.0,"{""M1"":0.91,""M2"":1.0,""M3"":1.2,""M4"":1.2,""M5"":1.07,""M6"":0.9,""M7"":0.82,""M8"":1.17,""M9"":0.92,""M10"":0.87,""M11"":1.12,""M12"":0.81}"
way/55501001,NH48,79,very_bad,19.0463071,73.1029365,19.0468536,73.1026774,trunk,yes,2,N/A,MA-NH48-SEG-0494,NH48 Segment 494,67.9,90.7,PMGSY,National,22.8,2,earthen,2004,,active,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,False,False,False,False,99.2,3235,19.1,323,0.5,"{""M1"":1.1,""M2"":1.1,""M3"":1.07,""M4"":0.82,""M5"":1.17,""M6"":1.12,""M7"":0.91,""M8"":1.0,""M9"":0.83,""M10"":1.12,""M11"":1.2,""M12"":1.15}"
way/55501002,NH48,80,average,19.0342657,73.1051042,19.0463071,73.1029365,trunk,yes,2,N/A,MA-NH48-SEG-0497,NH48 Segment 497,93.7,110.0,Municipality,Inter-State,16.3,4,concrete,2009,2012.0,under_construction,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,False,False,False,False,291.8,19911,44.6,2330,1.5,"{""M1"":0.84,""M2"":1.11,""M3"":1.09,""M4"":0.94,""M5"":1.12,""M6"":0.96,""M7"":0.91,""M8"":0.91,""M9"":1.2,""M10"":0.81,""M11"":0.92,""M12"":1.1}"
way/58525353,NH48,81,good,19.2851925,72.9042981,19.2849636,72.9040402,trunk,yes,N/A,N/A,MA-NH48-SEG-0081,NH48 Segment 81,74.0,83.2,Municipality,National,9.2,2,bitumen,2006,2010.0,active,Maharashtra,Nagpur,Mulshi,urban_corridor,steep,steep,low,False,False,True,False,764.7,6688,19.3,1142,1.5,"{""M1"": 1.07, ""M2"": 1.02, ""M3"": 0.87, ""M4"": 0.98, ""M5"": 0.88, ""M6"": 1.21, ""M7"": 1.09, ""M8"": 0.86, ""M9"": 0.91, ""M10"": 1.13, ""M11"": 0.78, ""M12"": 1.16}"
way/60979344,NH48,82,very_bad,18.5399166,73.7803705,18.5436469,73.7756036,trunk,yes,3,80,MA-NH48-SEG-0082,NH48 Segment 82,116.8,139.8,State PWD,Inter-State,23.0,2,bitumen,2010,,active,Maharashtra,Dhule,Sinnar,plateau,steep,steep,medium,True,False,True,True,858.9,25589,19.3,2182,1.0,"{""M1"": 1.0, ""M2"": 1.13, ""M3"": 1.18, ""M4"": 0.83, ""M5"": 0.83, ""M6"": 1.09, ""M7"": 1.05, ""M8"": 0.94, ""M9"": 1.05, ""M10"": 0.98, ""M11"": 0.88, ""M12"": 1.03}"
way/61974284,NH48,83,very_bad,17.0607902,74.2307623,16.9716301,74.2688428,trunk,yes,N/A,N/A,MA-NH48-SEG-0083,NH48 Segment 83,182.4,204.8,NHAI,Inter-State,22.4,6,gravel,2007,2010.0,active,Maharashtra,Satara,Barshi,plain,steep,steep,high,True,False,True,False,654.1,10692,28.5,2616,2.0,"{""M1"": 0.85, ""M2"": 0.94, ""M3"": 0.83, ""M4"": 1.23, ""M5"": 1.21, ""M6"": 1.21, ""M7"": 1.05, ""M8"": 0.99, ""M9"": 0.81, ""M10"": 0.93, ""M11"": 1.24, ""M12"": 1.15}"
way/61974310,NH48,84,good,16.7104882,74.2805968,16.7075208,74.2798122,trunk,yes,N/A,N/A,MA-NH48-SEG-0084,NH48 Segment 84,185.6,205.7,State PWD,Urban,20.1,4,earthen,2020,,active,Maharashtra,Solapur,Patan,urban_corridor,plain,steep,high,False,False,False,False,685.5,9969,37.5,1799,1.0,"{""M1"": 1.07, ""M2"": 0.97, ""M3"": 1.01, ""M4"": 0.81, ""M5"": 0.86, ""M6"": 0.92, ""M7"": 1.04, ""M8"": 0.87, ""M9"": 0.86, ""M10"": 0.79, ""M11"": 1.07, ""M12"": 0.86}"
way/62745421,NH48,85,good,18.4751868,73.8088302,18.4770541,73.8071549,trunk,yes,N/A,80,MA-NH48-SEG-0085,NH48 Segment 85,19.5,33.1,State PWD,National,13.6,2,earthen,2011,2009.0,active,Maharashtra,Nashik,Karveer,coastal,steep,steep,high,True,False,True,False,254.8,15148,41.6,806,2.0,"{""M1"": 1.08, ""M2"": 1.07, ""M3"": 0.78, ""M4"": 1.11, ""M5"": 1.15, ""M6"": 0.8, ""M7"": 0.85, ""M8"": 1.02, ""M9"": 0.82, ""M10"": 0.84, ""M11"": 0.98, ""M12"": 1.19}"
way/62745430,NH48,86,good,18.4790131,73.8054134,18.4812929,73.8033733,trunk,yes,N/A,80,MA-NH48-SEG-0086,NH48 Segment 86,196.9,207.2,State PWD,State,10.3,6,earthen,2012,,active,Maharashtra,Pune,Alibag,coastal,steep,steep,low,True,False,True,False,736.8,15744,33.0,2447,1.5,"{""M1"": 1.11, ""M2"": 0.83, ""M3"": 0.9, ""M4"": 1.23, ""M5"": 1.04, ""M6"": 1.02, ""M7"": 1.12, ""M8"": 0.78, ""M9"": 1.04, ""M10"": 1.0, ""M11"": 1.18, ""M12"": 0.83}"
way/67062477,NH48,87,average,18.7682065,73.3394363,18.7704441,73.3365984,trunk,yes,N/A,N/A,MA-NH48-SEG-0087,NH48 Segment 87,40.9,60.2,State PWD,State,19.3,2,bitumen,2005,,active,Maharashtra,Kolhapur,Sinnar,plateau,steep,steep,low,False,False,True,False,629.3,23891,38.6,1358,0.5,"{""M1"": 1.07, ""M2"": 0.98, ""M3"": 1.21, ""M4"": 1.22, ""M5"": 0.75, ""M6"": 1.06, ""M7"": 1.03, ""M8"": 0.8, ""M9"": 1.02, ""M10"": 1.0, ""M11"": 0.82, ""M12"": 0.92}"
way/67062483,NH48,88,good,18.7598413,73.3834687,18.7582281,73.3941437,trunk,yes,N/A,N/A,MA-NH48-SEG-0088,NH48 Segment 88,52.9,75.7,Municipality,State,22.8,4,concrete,2021,2021.0,active,Maharashtra,Nashik,Sakri,urban_corridor,plain,steep,high,False,False,False,False,176.8,6183,11.6,1625,0.5,"{""M1"": 1.11, ""M2"": 0.85, ""M3"": 1.07, ""M4"": 0.88, ""M5"": 0.99, ""M6"": 1.2, ""M7"": 1.17, ""M8"": 0.8, ""M9"": 0.96, ""M10"": 0.89, ""M11"": 0.75, ""M12"": 1.14}"
way/67062549,NH48,89,average,18.7658319,73.3593371,18.7621459,73.3539268,trunk,no,N/A,N/A,MA-NH48-SEG-0089,NH48 Segment 89,42.1,52.1,NHAI,Urban,10.0,6,gravel,2001,,active,Maharashtra,Raigad,Shirpur,coastal,plain,flat,high,False,True,False,False,416.3,28894,37.9,1064,1.0,"{""M1"": 1.12, ""M2"": 1.21, ""M3"": 0.87, ""M4"": 0.83, ""M5"": 1.15, ""M6"": 0.84, ""M7"": 0.96, ""M8"": 0.84, ""M9"": 1.21, ""M10"": 1.14, ""M11"": 0.96, ""M12"": 1.08}"
way/68336294,NH48,90,good,18.527345,73.776266,18.5312591,73.7793618,trunk,yes,3,80,MA-NH48-SEG-0090,NH48 Segment 90,131.9,144.9,Municipality,National,13.0,4,earthen,2006,2020.0,under_construction,Maharashtra,Satara,Bhor,coastal,plain,steep,medium,False,True,False,False,640.6,25581,42.9,3150,1.0,"{""M1"": 0.95, ""M2"": 1.24, ""M3"": 1.02, ""M4"": 1.22, ""M5"": 0.81, ""M6"": 1.24, ""M7"": 0.84, ""M8"": 1.23, ""M9"": 0.88, ""M10"": 0.8, ""M11"": 0.97, ""M12"": 1.11}"
way/68336530,NH48,91,average,18.5312068,73.7794928,18.5256757,73.7728137,trunk,yes,3,80,MA-NH48-SEG-0091,NH48 Segment 91,86.2,110.2,PMGSY,Inter-State,24.0,2,bitumen,2008,2017.0,active,Maharashtra,Nashik,Mangalwedha,plateau,steep,steep,medium,True,False,True,False,608.2,28016,41.6,3146,1.0,"{""M1"": 1.2, ""M2"": 1.0, ""M3"": 1.08, ""M4"": 0.91, ""M5"": 1.1, ""M6"": 1.03, ""M7"": 0.85, ""M8"": 1.08, ""M9"": 0.94, ""M10"": 1.12, ""M11"": 0.84, ""M12"": 1.03}"
way/68336690,NH48,92,very_bad,18.5256757,73.7728137,18.519533,73.7690833,trunk,yes,3,80,MA-NH48-SEG-0092,NH48 Segment 92,17.0,32.3,NHAI,State,15.3,2,earthen,2018,2011.0,active,Maharashtra,Nashik,Mangalwedha,plain,hilly,flat,high,False,False,False,False,145.0,6376,38.1,2866,1.5,"{""M1"": 0.86, ""M2"": 0.85, ""M3"": 0.76, ""M4"": 0.87, ""M5"": 0.99, ""M6"": 1.17, ""M7"": 0.79, ""M8"": 0.96, ""M9"": 1.06, ""M10"": 0.85, ""M11"": 1.1, ""M12"": 1.0}"
way/68336927,NH48,93,average,18.5074983,73.7875263,18.5075176,73.7882101,trunk,yes,3,80,MA-NH48-SEG-0093,NH48 Segment 93,122.4,141.8,Municipality,Inter-State,19.4,6,gravel,2014,2012.0,active,Maharashtra,Raigad,Haveli,coastal,plain,flat,medium,False,False,False,False,74.8,29299,24.8,3285,0.5,"{""M1"": 1.12, ""M2"": 0.99, ""M3"": 0.88, ""M4"": 0.87, ""M5"": 1.07, ""M6"": 1.13, ""M7"": 1.01, ""M8"": 1.06, ""M9"": 0.89, ""M10"": 0.79, ""M11"": 0.89, ""M12"": 0.89}"
way/68572755,NH48,94,very_bad,18.4814094,73.8033982,18.4790876,73.8055285,trunk,yes,N/A,80,MA-NH48-SEG-0094,NH48 Segment 94,76.1,81.2,State PWD,National,5.1,4,earthen,2009,,active,Maharashtra,Solapur,Mahabaleshwar,ghat,plain,moderate,high,False,False,False,True,541.1,13066,36.7,1684,1.5,"{""M1"": 1.12, ""M2"": 1.15, ""M3"": 1.2, ""M4"": 0.99, ""M5"": 0.89, ""M6"": 0.99, ""M7"": 0.94, ""M8"": 1.08, ""M9"": 1.15, ""M10"": 1.11, ""M11"": 1.17, ""M12"": 1.21}"
way/68573155,NH48,95,average,18.4771067,73.8072889,18.475258,73.8089247,trunk,yes,N/A,80,MA-NH48-SEG-0095,NH48 Segment 95,50.5,57.1,Municipality,Urban,6.6,2,gravel,1998,2011.0,active,Maharashtra,Satara,Sakri,coastal,plain,steep,high,False,False,True,False,1079.8,14305,23.9,3060,1.0,"{""M1"": 0.78, ""M2"": 1.23, ""M3"": 0.77, ""M4"": 0.77, ""M5"": 0.87, ""M6"": 1.17, ""M7"": 1.06, ""M8"": 0.87, ""M9"": 0.99, ""M10"": 0.81, ""M11"": 1.22, ""M12"": 0.98}"
